docid	diff	firstpub	author	title
mdp.39015029191478_0	-0.154888054337	1957	Silverberg, Robert	The collected stories of Robert Silverberg.
mdp.39015067116254_0	0.313342241586	1941	Buck, Frank	All in a lifetime, | $c: by Frank Buck, with Ferrin Fraser.
uc1.31822012556585	0.0805327169179	1965	Shelnick, Thomas	Above and below, | $c: by Tom Shelnick, with Ray Cristina
uc1.b4095618_0	-0.201737051332	1963	Hoyle, Fred, Sir	Fifth planet
mdp.39015016424205_0	-0.0855326474019	1957	Mankowitz, Wolf	The Mendelman fire.
uc1.b4350644_1	-0.0262765987098	1966	Phillips, J. J	Mojo hand.
mdp.39015042474877_0	-0.667035298418	1966	Vance, Jack	The complete dying earth
mdp.49015001323824_0	0.901766968739	1950	Asimov, Isaac	The complete stories of Asimov
uc1.$b73564_0	-0.345448449776	1940	Hoellering, Franz	The defenders / | $c: by Franz Hoellering ; translated from the German by Ludwig Lewisohn.
mdp.39015008161781	-0.169935441652	1958	Anderson, Poul	War of the wing-men.
mdp.39015029502112_0	0.322003974526	1944	Huxley, Aldous	Time must have a stop
uc1.$b245068_1	-0.281630296472	1955	Van Druten, John	The vicarious years / | $c: by John Van Druten.
mdp.39015058806525_0	-0.0147202449742	1965	Schuder, Rosemarie	Witch's son / | $c: by Rosemarie Schuder ; [Translated by Joan Becker]
uc1.b4082361_0	0.205948291936	1957	White, T. H	The master : | an adventure story
uc1.b3462074_1	0.254887815968	1956	Hunter, Evan	Second ending; | $c: a novel.
uc1.$b114431_1	-0.80408154771	1953	Scoggin, Margaret Clara	Battle stations; | true stories of men in war.
pst.000024653916_0	0.805505539779	1952	Heinlein, Robert A. (Robert Anson)	The rolling stones
uc1.b2838670_1	-0.281937103291	1969	Clement, Hal	Small changes
mdp.39015069234717_1	0.633751520391	1965	Dick, Philip K	Four novels of the 1960s
inu.30000061597831_1	0.0937712036957	1959	Bradbury, Ray	Twice twenty-two
mdp.39015002609116_1	0.0784268866497	1961	Uris, Leon	Mila 18.
mdp.39015033397988_0	-0.444089484193	1946	Werfel, Franz	Star of the unborn, | $c: [by] Franz Werfel. Translated by Gustave O. Arlt.
uc1.$b102972_0	0.099812854853	1951	Hubbell, Catherine	The glittering shores, | a novel.
uc1.32106001965562_1	-0.483410014944	1964	Allingham, Margery	Police at the funeral.
uc1.b3347098_1	0.874755708108	1954	Shafer, Robert Jones	The conquered place.
uc1.b3462074_2	0.281229784035	1956	Hunter, Evan	Second ending; | $c: a novel.
mdp.39015020680917_0	0.552094502939	1963	Simak, Clifford D	Way station
mdp.39015008877378_1	-0.181906318955	1956	Linklater, Eric	The dark of summer.
mdp.39015053575299_1	0.000538135004956	1965	Simenon, Georges	The little saint. | $c: Translated from the French by Bernard Frechtman.
mdp.39015003498436_1	0.277638413737	1965	nan	The Magazine of fantasy and science fiction : | a 30-year retrospective
mdp.39015030718657_0	0.00491580016865	1955	Sturgeon, Theodore	A way home, stories of science fiction and fantasy | $c: [by] Theodore Sturgeon. Selected and with an introd. by Groff Conklin.
wu.89070951728_0	-0.798544494199	1942	Woods, William Howard	The edge of darkness, | $c: by William Woods.
mdp.39015058806400_0	-0.245089917088	1954	Lugt, Arie van der	The crazy doctor / | $c: Arie van der Lugt ; translated from the Dutch by Alfred van Ameyden van Duym.
mdp.39015069234717_0	0.351277035965	1965	Dick, Philip K	Four novels of the 1960s
mdp.39015007043006_1	1.19723260081	1942	Heinlein, Robert A. (Robert Anson)	Beyond this horizon.
mdp.39015056814455_1	1.04152428787	1955	nan	A decade of Fantasy and science fiction
uc1.$b400794_0	0.125957718245	1954	Slonim, Marc	Modern Italian short stories.
pst.000044193720_0	-0.0294605522212	1964	Ludwig, Richard M	9 short novels / | $c: edited by Richard M. Ludwig and Marvin B. Perry, Jr.
mdp.39015014136587_1	-0.284976250257	1956	Pohl, Frederik	Undersea fleet
uc1.$b129195	-0.26172266579	1955	Polevoĭ, Boris	Shores of a new sea; | short stories.
mdp.39015010524505_0	0.0212695891825	1967	Wallach, Erica Glaser	Light at midnight | $c: [by] Erica Wallach.
uc1.$b102763_1	-0.136364214409	1950	Gragg, Frances	Golden Valley : | a novel of California / | $c: by Frances Gragg and George Palmer Putnam.
uc1.$b119532_0	0.0111115472789	1968	Saville, Malcolm	Power of three.
mdp.39015002189283_0	-1.61517519214	1955	Golding, William	Lord of the flies, | a novel.
uc1.b3810942_0	-0.492438598577	1957	Cloete, Stuart	The mask.
uc1.b3117335_0	0.105247734768	1962	Caillou, Alan	Field of women | $c: [by] Alan Caillow [pseud.
mdp.39015021919876_0	0.0565253948858	1960	Hartley, L. P. (Leslie Poles)	Facial justice.
uc1.$b348189_2	-0.0306004687983	1946	Conklin, Groff	The best of science fiction, | $c: edited with an introduction by Groff Conklin. Preface by John W. Campbell, jr.
osu.32435053311874_1	-0.180587175956	1962	Harrison, Harry	Planet of the damned
uc1.b4562654_3	-0.426340581587	1946	Healy, Raymond J	Adventures in time and space, | an anthology of modern science-fiction stories, | $c: edited by Raymond J. Healy and J. Francis McComas.
mdp.49015001218248_1	-0.810209484452	1959	Wyndham, John	The chrysalids
mdp.39015073494463	0.819176893975	1969	nan	Ken Babcock's cherry.
uc1.b4095446_0	0.0570925289075	1956	Harris, John	Close to the wind.
mdp.39076000903778_1	0.545779643226	1965	nan	Nebula award stories
mdp.39015016440870_1	-0.58681034735	1965	Haldeman, Charles	The snowman.
mdp.39015007043006_0	0.221954197321	1942	Heinlein, Robert A. (Robert Anson)	Beyond this horizon.
mdp.39015042474877_2	-0.523484344643	1966	Vance, Jack	The complete dying earth
mdp.39015031231569_1	-0.0895025264222	1941	Delafield, E. M	No one now will know, | $c: by E. M. Delafield [pseud.]
uc1.b4094525_1	1.02594390801	1950	Heinlein, Robert A. (Robert Anson)	The man who sold the moon ; | Harriman and the escape from Earth to the Moon!
pst.000032467581_0	-0.441152370843	1941	White, Patrick	The living and the dead / | $c: Patrick White.
uc1.$b242926_0	-0.285713831974	1952	Hanley, James	The closed harbor.
mdp.39015064103032_1	0.0341484805795	1964	nan	Things
mdp.39015033397988_1	-0.528664273003	1946	Werfel, Franz	Star of the unborn, | $c: [by] Franz Werfel. Translated by Gustave O. Arlt.
mdp.39015018624778_0	-0.304705330739	1953	Clarke, Arthur C. (Arthur Charles)	Expedition to Earth : | eleven science-fiction stories
mdp.39015002661273_1	-0.378478108984	1960	Settle, Mary Lee	Know nothing, | a novel.
mdp.39015014506805_1	-0.0599404940293	1953	Sturgeon, Theodore	More than human, | $c: by Theodore Sturgeon.
mdp.39015061465624_0	-0.141417049448	1946	nan	Famous fantastic mysteries : | 30 great tales of fantasy and horror from the classic pulp magazines Famous fantastic mysteries & Fantastic novels
mdp.39015014137973_1	-0.272868465302	1968	Leiber, Fritz	Gather, darkness!
mdp.39015065331327_0	-0.0533151169917	1954	Zakrutkin, Vitaliĭ	Floating stanitsa. | $c: [Translated from the Russian by Bernard Isaacs]
mdp.39015002661273_0	-0.216557059084	1960	Settle, Mary Lee	Know nothing, | a novel.
uc1.b3184273_0	-0.291461494074	1948	Smith, E. E. (Edward Elmer)	Triplanetary : a tale of cosmic adventure
uc1.$b101689_1	0.56025286579	1953	Edwards, Charlotte	The right place for love / | $c: by Charlotte Edwards.
mdp.39015029502112_1	0.19373536374	1944	Huxley, Aldous	Time must have a stop
mdp.39015058806525_1	0.151479648238	1965	Schuder, Rosemarie	Witch's son / | $c: by Rosemarie Schuder ; [Translated by Joan Becker]
uc1.32106014453754_1	-0.383090965826	1963	Carr, John Dickson	The men who explained miracles; | six short stories and a novelette
mdp.39015010450529_1	0.765813649576	1966	Heinlein, Robert A. (Robert Anson)	The moon is a harsh mistress
uc1.b3541070_3	-0.127979854771	1946	Conklin, Groff	The best of science fiction, | $c: edited with an introduction by Groff Conklin. Preface by John W. Campbell, jr.
uc1.b4562654_2	-0.13199989508	1946	Healy, Raymond J	Adventures in time and space, | an anthology of modern science-fiction stories, | $c: edited by Raymond J. Healy and J. Francis McComas.
inu.39000002826803_0	-0.228120235842	1952	Bleiler, Everett Franklin	Imagination unlimited, | science-fiction and science, | $c: edited by Everett F. Bleiler and T. E. Dikty.
uc1.b3347083_0	0.167740900645	1966	Kenyon, F. W. (Frank Wilson)	The absorbing fire; | the Byron legend, | $c: by F.W. Kenyon.
mdp.39015005899052	0.222554789818	1967	Blish, James	Star trek. | Based on the exciting new NBC-TV series created by Gene Roddenberry.
mdp.39015003677203	0.469739454614	1955	Fosburgh, Hugh	The sound of white water.
mdp.39015050556565_0	-0.256898344888	1965	Hersey, John	White lotus | $c: [by] John Hersey.
mdp.39015016444526	0.0895320009068	1951	Farrell, James T. (James Thomas)	This man and this woman.
uc1.b4087579	0.324154572244	1963	Bosworth, J. Allen	A bird for Peter. | $c: Illustrated by Howard Simon.
mdp.39015014135514_0	0.71270436325	1964	Morrieson, Ronald Hugh	Came a hot Friday.
osu.32435053363990_1	-0.192093625524	1960	Leinster, Murray	The aliens
mdp.39015062064459_0	-0.751159023808	1959	Hoyle, Fred, Sir	Ossian's ride.
mdp.39015008877378_0	-0.559822866024	1956	Linklater, Eric	The dark of summer.
uc1.$b391245_1	-0.24636881016	1968	Bharucha, Perin	The fire worshippers.
pst.000032564310_1	-0.137581330815	1954	Clarke, Arthur C. (Arthur Charles)	Prelude to space
mdp.39015029750877	0.704114168751	1954	Hubbard, L. Ron (La Fayette Ron)	Return to tomorrow
uc1.32106009743425_0	0.994590042666	1949	Heinlein, Robert A. (Robert Anson)	Red planet
mdp.39015016442199_0	-0.14109442585	1959	Edwards, Edward J	Thy people, my people / | $c: E.J. Edwards
mdp.39015043799801_0	1.17617137186	1969	Blair, Clay	The board room; | a novel.
uc1.$b795583_1	-1.51949980023	1944	Roberts, Cecil	So immortal a flower / | $c: Cecil Roberts.
mdp.39015030718657_1	0.58914513547	1955	Sturgeon, Theodore	A way home, stories of science fiction and fantasy | $c: [by] Theodore Sturgeon. Selected and with an introd. by Groff Conklin.
mdp.39015066619159_0	-0.503929127423	1967	Ongaro, Alberto	Excelsior; | $c: translated from the Italian by Giles Cremonesi.
mdp.39015010524505_2	0.0402971345615	1967	Wallach, Erica Glaser	Light at midnight | $c: [by] Erica Wallach.
uc1.b3347083_1	1.00786474914	1966	Kenyon, F. W. (Frank Wilson)	The absorbing fire; | the Byron legend, | $c: by F.W. Kenyon.
uc1.$b81528_0	-0.134419394229	1960	Morris, Wright	Ceremony in Lone Tree.
mdp.39015030945789_0	-0.483154574377	1957	Anderson, Poul	Earthman's burden
uc1.b3595548	-0.912731465248	1950	Moravia, Alberto	Disobedience, | $c: [by Alberto Moravia [pseud.] Translated by Angus Davidson.
osu.32435052976644	0.0530190207382	1945	Bowen, Robert Sidney	Red Randall in Burma, | $c: by R. Sidney Bowen ..
mdp.39015000957574_0	-0.0288394480729	1952	Asimov, Isaac	Foundation and empire.
mdp.39015016414578_0	0.326758799631	1956	Marsten, Richard	The spiked heel.
mdp.39076005189357_3	-0.157592035562	1949	Boucher, Anthony	A treasury of great science fiction; | $c: edited by Anthony Boucher [pseud.
uc1.$b103926_2	-0.219219951434	1956	Huntington, Gladys Parish	Madame Solario; | [a novel]
mdp.39015003922005_2	1.35037356598	1961	Heinlein, Robert A. (Robert Anson)	Stranger in a strange land.
uc1.b4095618_1	-0.225069759184	1963	Hoyle, Fred, Sir	Fifth planet
mdp.39015069234717_3	0.548777751135	1965	Dick, Philip K	Four novels of the 1960s
mdp.49015000593328_1	0.973136824804	1957	Heinlein, Robert A. (Robert Anson)	The door into summer
uc1.$b57115_1	-0.709590696047	1940	Noyes, Alfred	No other man
uc1.b3347083_2	0.460262858105	1966	Kenyon, F. W. (Frank Wilson)	The absorbing fire; | the Byron legend, | $c: by F.W. Kenyon.
mdp.39015003922005_1	0.825762380226	1961	Heinlein, Robert A. (Robert Anson)	Stranger in a strange land.
pst.000026522340_0	-0.227157567633	1948	Van Vogt, A. E. (Alfred Elton)	The players of Null-A
uc1.$b119860_1	0.296189562993	1951	Bradbury, Ray	The illustrated man.
mdp.39015016442199_1	-0.28667609561	1959	Edwards, Edward J	Thy people, my people / | $c: E.J. Edwards
mdp.39015005093474_0	-0.352052540919	1957	Powell, Anthony	At Lady Molly's.
mdp.39015002750696_1	0.275484646745	1961	Roth, Arthur J	The shame of our wounds.
mdp.39015030704863_0	-0.927516869456	1944	Mann, Leonard	Flesh in armour; | a novel, | $c: by Leonard Mann.
mdp.39015004760586_1	-0.581415909659	1945	Wollheim, Donald A	The portable novels of science,
mdp.39015014136595	1.08497591823	1960	Pohl, Frederik	Drunkard's walk
mdp.39015016445929_1	-0.0507269043794	1956	Chase, Ilka	The island players.
mdp.39015033397988_2	-0.399754942718	1946	Werfel, Franz	Star of the unborn, | $c: [by] Franz Werfel. Translated by Gustave O. Arlt.
mdp.39015030708112_1	-0.0349284458443	1961	O'Hara, John	Assembly / | $c: John O'Hara.
uc1.$b103269_0	-0.178863344017	1957	Winsor, Kathleen	America, with love.
mdp.39015005749158_0	-0.0715014223456	1959	Norton, Andre	Galactic derelict, | $c: by Andre Norton.
uc1.$b102972_1	-0.180986462078	1951	Hubbell, Catherine	The glittering shores, | a novel.
uc1.$b87098_2	-1.23294424617	1952	Charques, Dorothy	Men like shadows.
uc1.$b73564_1	-0.307311607864	1940	Hoellering, Franz	The defenders / | $c: by Franz Hoellering ; translated from the German by Ludwig Lewisohn.
inu.30000005092410_1	0.329330564874	1950	Asimov, Isaac	I, Robot.
mdp.39015016435409_0	0.0627269020496	1957	Kennedy, Margaret	The heroes of Clone.
uc1.32106002114343_1	0.478258177675	1964	Heinlein, Robert A. (Robert Anson)	Farnham's freehold; | $c: a novel by Robert A. Heinlein.
uc1.$b87098_1	-1.38394214583	1952	Charques, Dorothy	Men like shadows.
uc1.$b348189_0	0.201574672564	1946	Conklin, Groff	The best of science fiction, | $c: edited with an introduction by Groff Conklin. Preface by John W. Campbell, jr.
mdp.49015001393561_2	-0.041725367283	1958	Silverberg, Robert	The collected stories of Robert Silverberg.
uc1.$b86033_1	0.50664962532	1946	Bond, Nelson Slade	Mr. Mergenthwirker's lobblies and other fantastic tales
mdp.39015013281632_2	0.0652382895928	1953	Tracy, Don	Crimson is the Eastern Shore.
uc1.32106014483108	1.14881196238	1958	Leiber, Fritz	The big time
mdp.39015030931284_2	-0.100379357817	1949	Derleth, August William	The other side of the moon. | [Stories]
pst.000063368413_0	-1.58937542546	1953	Pettit, Paul	The Spaniard.
mdp.39015010321076_1	-1.63871155899	1967	Davies, L. P. (Leslie Purnell)	Psychogeist | $c: [by] L. P. Davies.
uc1.$b401402_0	-0.145087856147	1964	Caidin, Martin	Marooned, | a novel.
pst.000044193720_2	-0.727653150326	1964	Ludwig, Richard M	9 short novels / | $c: edited by Richard M. Ludwig and Marvin B. Perry, Jr.
mdp.39015052398826	0.0167436324534	1964	Goldman, William	No way to treat a lady / | $c: by Harry Longbaugh.
uc1.$b302067	-0.600835521347	1942	Morton, H. V. (Henry Vollam)	I, James Blunt, | $c: by H.V. Morton.
uc1.$b115488_0	0.00545595742067	1966	Adams, Alice	Careless love | $c: [by] Alice Adams.
uc1.$b103191_1	-0.382016226564	1952	Montague, Kate Bigelow	Send the wise wind.
mdp.39015056814455_2	-0.253251382914	1955	nan	A decade of Fantasy and science fiction
uc1.b3295175_1	-0.481812747671	1951	Singh, Huthi	Maura / | $c: Huthi Singh ; with an introduction by E. M. Forster.
mdp.39015042474877_3	-0.732804478403	1966	Vance, Jack	The complete dying earth
inu.39000002826803_1	-0.233813928456	1952	Bleiler, Everett Franklin	Imagination unlimited, | science-fiction and science, | $c: edited by Everett F. Bleiler and T. E. Dikty.
mdp.49015001393561_0	0.0746789076245	1958	Silverberg, Robert	The collected stories of Robert Silverberg.
uc1.b3132896_1	-0.185185697898	1942	Speare, Morris Edmund	World's great short stories; | masterpieces of American, English and continental literature, | $c: edited, with an introduction, by M.E. Speare ...
mdp.39015020680917_1	0.107526001205	1963	Simak, Clifford D	Way station
mdp.49015000996430_0	-0.103653833436	1957	O'Connor, Frank	Domestic relations; | stories | $c: by Frank O'Connor.
uc1.32106015121020_2	0.0740953093685	1952	Sturgeon, Theodore	The complete stories of Theodore Sturgeon
uc1.32106009743425_1	0.494682117462	1949	Heinlein, Robert A. (Robert Anson)	Red planet
uc1.$b312841_0	-0.211026321632	1952	Willson, Meredith	Who did what to Fedalia?
uc1.b4095446_1	-0.247373769535	1956	Harris, John	Close to the wind.
mdp.49015001323824_2	-0.0209511254395	1950	Asimov, Isaac	The complete stories of Asimov
uc1.b4101908_0	0.0679899441138	1943	Estes, Eleanor	Rufus M.
mdp.39015029412296_0	0.248192498829	1969	nan	The best SF stories from New Worlds,#2.
pst.000021946516_2	-0.158006308312	1966	Dick, Philip K	We can remember it for you wholesale
mdp.39015035335044_1	0.619876425471	1966	Wheelis, Allen	The illusionless man; | fantasies and meditations.
uc1.$b322746_1	-0.289361649465	1952	Baker, George Edward	Son of Hylas.
mdp.39015002756883_0	0.0209325215403	1953	Saroyan, William	The laughing matter : | a novel / | $c: by William Saroyan.
mdp.39015013281632_1	0.318796097277	1953	Tracy, Don	Crimson is the Eastern Shore.
uc1.$b312841_1	0.000578984045361	1952	Willson, Meredith	Who did what to Fedalia?
mdp.49015000996430_1	0.209713161707	1957	O'Connor, Frank	Domestic relations; | stories | $c: by Frank O'Connor.
mdp.39015058806400_1	-0.151944241719	1954	Lugt, Arie van der	The crazy doctor / | $c: Arie van der Lugt ; translated from the Dutch by Alfred van Ameyden van Duym.
uc1.$b115488_1	0.180910986806	1966	Adams, Alice	Careless love | $c: [by] Alice Adams.
uc1.b3462074_0	0.323518065002	1956	Hunter, Evan	Second ending; | $c: a novel.
uc1.$b102273_1	-0.103643285839	1944	Gellhorn, Martha	Liana
uc1.b4363412_2	-0.653106704805	1969	Konwicki, Tadeusz	A dreambook for our time. | $c: Translated by David Welsh.
mdp.39015005753077_1	0.643860070763	1965	Amis, Kingsley	The Egyptologists; | a novel, | $c: by Kingsley Amis and Robert Conquest.
mdp.39015050556565_1	-0.856651935498	1965	Hersey, John	White lotus | $c: [by] John Hersey.
mdp.39015053575299_0	-0.312671167012	1965	Simenon, Georges	The little saint. | $c: Translated from the French by Bernard Frechtman.
mdp.39015016450234_0	0.650601948347	1965	Brunner, John	The squares of the city
mdp.39015016424205_1	-0.223600827107	1957	Mankowitz, Wolf	The Mendelman fire.
mdp.39015030846771_1	-0.157777452725	1969	Bowen, Elizabeth	Ann Lee's: | & other stories.
uc1.$b57115_0	-0.633820738244	1940	Noyes, Alfred	No other man
uc1.b3467600_1	-0.338018226702	1952	Tucker, Wilson	The long loud silence.
uc1.$b242576_0	0.298251544182	1957	Fane, Julian	Morning.
uc1.$b105503_1	-0.585822177786	1959	Slaughter, Frank G. (Frank Gill)	The thorn of Arimathea.
pst.000029279036_1	-0.352026037429	1941	nan	Three famous murder novels : | complete and unabridged / | $c: Selected, and with an introd. by Bennett A. Cerf.
mdp.49015001323824_1	0.73237619026	1950	Asimov, Isaac	The complete stories of Asimov
osu.32435053306007_0	0.643297895107	1963	Brown, Rosel George	A handful of time
