"testype"	"name1"	"name2"	"ceiling"	"floor"	"meandate1"	"meandate2"	"acc1"	"acc2"	"alienacc1"	"alienacc2"	"spearman"	"spear1on2"	"spear2on1"	"loss"	"loss1on2"	"loss2on1"	"iteration"
"cross"	"temp_sf11979_10"	"temp_fant21979_10"	1979	1950	1964.41666667	1966.26388889	0.8958333333	0.875	0.8611111111	0.8194444444	1.1804083959	1.0948058755	1.2660109163	0.0451388889	0.0555555556	0.0347222222	10
"cross"	"temp_sf21979_10"	"temp_fant11979_10"	1979	1950	1964.63888889	1965.34722222	0.9305555556	0.875	0.8472222222	0.7152777778	0.8221109338	0.5949043716	1.0493174961	0.1215277778	0.1597222222	0.0833333333	10
"sfself"	"temp_sf11979_11"	"temp_sf21979_11"	1979	1950	1964.74305556	1962.82638889	0.8888888889	0.9236111111	0.8541666667	0.8611111111	1.4002750861	1.4751462279	1.3254039442	0.0486111111	0.0625	0.0347222222	11
"fantasyself"	"temp_fant11979_11"	"temp_fant21979_11"	1979	1950	1965.22222222	1966	0.8819444444	0.8958333333	0.7708333333	0.8125	1.1369330105	1.2558777036	1.0179883174	0.0972222222	0.0833333333	0.1111111111	11
"cross"	"temp_sf11979_11"	"temp_fant21979_11"	1979	1950	1964.74305556	1966	0.8888888889	0.8958333333	0.8263888889	0.7986111111	1.0983774538	1.2185337384	0.9782211692	0.0798611111	0.0972222222	0.0625	11
"cross"	"temp_sf21979_11"	"temp_fant11979_11"	1979	1950	1962.82638889	1965.22222222	0.9236111111	0.8819444444	0.7916666667	0.7152777778	0.904523357	0.6697208649	1.1393258491	0.1493055556	0.1666666667	0.1319444444	11
"sfself"	"temp_sf11979_12"	"temp_sf21979_12"	1979	1950	1963.8125	1965.4375	0.8541666667	0.9097222222	0.8333333333	0.9027777778	1.5993123786	1.4963206447	1.7023041124	0.0138888889	0.0069444444	0.0208333333	12
"fantasyself"	"temp_fant11979_12"	"temp_fant21979_12"	1979	1950	1966.47916667	1965.79166667	0.875	0.8541666667	0.7777777778	0.8541666667	1.26018792	1.1878316031	1.332544237	0.0486111111	0	0.0972222222	12
"cross"	"temp_sf11979_12"	"temp_fant21979_12"	1979	1950	1963.8125	1965.79166667	0.8541666667	0.8541666667	0.7638888889	0.6736111111	0.8894341908	0.7627561675	1.016112214	0.1354166667	0.1805555556	0.0902777778	12
"cross"	"temp_sf21979_12"	"temp_fant11979_12"	1979	1950	1965.4375	1966.47916667	0.9097222222	0.875	0.9027777778	0.8055555556	1.2380579112	1.2425523841	1.2335634384	0.0381944444	0.0694444444	0.0069444444	12
"sfself"	"temp_sf11979_13"	"temp_sf21979_13"	1979	1950	1964.67361111	1963.86111111	0.8819444444	0.8888888889	0.875	0.8263888889	1.3948174683	1.4029604042	1.3866745324	0.0347222222	0.0625	0.0069444444	13
"fantasyself"	"temp_fant11979_13"	"temp_fant21979_13"	1979	1950	1964.54861111	1966.67361111	0.8680555556	0.8125	0.875	0.8333333333	1.4866826408	1.4629478452	1.5104174364	-0.0138888889	-0.0208333333	-0.0069444444	13
"cross"	"temp_sf11979_13"	"temp_fant21979_13"	1979	1950	1964.67361111	1966.67361111	0.8819444444	0.8125	0.8888888889	0.7847222222	1.1649296741	1.0934314712	1.236427877	0.0104166667	0.0277777778	-0.0069444444	13
"cross"	"temp_sf21979_13"	"temp_fant11979_13"	1979	1950	1963.86111111	1964.54861111	0.8888888889	0.8680555556	0.7847222222	0.6666666667	0.9038246863	0.7230788577	1.0845705149	0.1527777778	0.2013888889	0.1041666667	13
"sfself"	"temp_sf11979_14"	"temp_sf21979_14"	1979	1950	1965.34722222	1964.35416667	0.9097222222	0.9027777778	0.8680555556	0.8402777778	1.3353779749	1.4754014574	1.1953544925	0.0520833333	0.0625	0.0416666667	14
"fantasyself"	"temp_fant11979_14"	"temp_fant21979_14"	1979	1950	1965.55555556	1965.67361111	0.8819444444	0.875	0.7847222222	0.7847222222	0.9574135327	0.9417341833	0.973092882	0.09375	0.0902777778	0.0972222222	14
"cross"	"temp_sf11979_14"	"temp_fant21979_14"	1979	1950	1965.34722222	1965.67361111	0.9097222222	0.875	0.7708333333	0.6666666667	0.6588067551	0.6144084757	0.7032050345	0.1736111111	0.2083333333	0.1388888889	14
"cross"	"temp_sf21979_14"	"temp_fant11979_14"	1979	1950	1964.35416667	1965.55555556	0.9027777778	0.8819444444	0.7916666667	0.7152777778	0.9090292083	0.6310655124	1.1869929042	0.1388888889	0.1666666667	0.1111111111	14
"sfself"	"temp_sf11989_0"	"temp_sf21989_0"	1989	1970	1979.66666667	1979.4375	0.9236111111	0.9375	0.9236111111	0.8888888889	1.5405874363	1.5319563428	1.5492185298	0.0243055556	0.0486111111	0	0
"fantasyself"	"temp_fant11989_0"	"temp_fant21989_0"	1989	1970	1979.56944444	1979.89583333	0.8333333333	0.9027777778	0.8194444444	0.8472222222	1.3232999766	1.232769439	1.4138305143	0.0347222222	0.0555555556	0.0138888889	0
"cross"	"temp_sf11989_0"	"temp_fant21989_0"	1989	1970	1979.66666667	1979.89583333	0.9236111111	0.9027777778	0.8055555556	0.7847222222	0.8203495328	0.898826983	0.7418720826	0.1180555556	0.1180555556	0.1180555556	0
"cross"	"temp_sf21989_0"	"temp_fant11989_0"	1989	1970	1979.4375	1979.56944444	0.9375	0.8333333333	0.8125	0.8194444444	1.1327433177	1.1946619427	1.0708246928	0.0694444444	0.0138888889	0.125	0
"sfself"	"temp_sf11989_1"	"temp_sf21989_1"	1989	1970	1979.75694444	1979.44444444	0.9375	0.9375	0.8819444444	0.9097222222	1.586398092	1.6231396612	1.5496565228	0.0416666667	0.0277777778	0.0555555556	1
"fantasyself"	"temp_fant11989_1"	"temp_fant21989_1"	1989	1970	1979.57638889	1980.09722222	0.8680555556	0.8125	0.8402777778	0.8125	1.3042214277	1.3232546335	1.2851882218	0.0138888889	0	0.0277777778	1
"cross"	"temp_sf11989_1"	"temp_fant21989_1"	1989	1970	1979.75694444	1980.09722222	0.9375	0.8125	0.7569444444	0.7777777778	0.8320313189	0.9764919535	0.6875706842	0.1076388889	0.0347222222	0.1805555556	1
"cross"	"temp_sf21989_1"	"temp_fant11989_1"	1989	1970	1979.44444444	1979.57638889	0.9375	0.8680555556	0.8541666667	0.8680555556	1.2356934087	1.1119951047	1.3593917127	0.0416666667	0	0.0833333333	1
"sfself"	"temp_sf11989_2"	"temp_sf21989_2"	1989	1970	1979.11111111	1980.0625	0.9583333333	0.9097222222	0.9166666667	0.8888888889	1.4211574805	1.2735856416	1.5687293194	0.03125	0.0208333333	0.0416666667	2
"fantasyself"	"temp_fant11989_2"	"temp_fant21989_2"	1989	1970	1978.47222222	1980.54861111	0.8819444444	0.8680555556	0.7638888889	0.7847222222	1.0409531293	1.0747461927	1.007160066	0.1006944444	0.0833333333	0.1180555556	2
"cross"	"temp_sf11989_2"	"temp_fant21989_2"	1989	1970	1979.11111111	1980.54861111	0.9583333333	0.8680555556	0.7777777778	0.7916666667	0.9233513313	0.9420587408	0.9046439218	0.1284722222	0.0763888889	0.1805555556	2
"cross"	"temp_sf21989_2"	"temp_fant11989_2"	1989	1970	1980.0625	1978.47222222	0.9097222222	0.8819444444	0.7777777778	0.7847222222	0.9207773575	0.9237328573	0.9178218577	0.1145833333	0.0972222222	0.1319444444	2
"sfself"	"temp_sf11989_3"	"temp_sf21989_3"	1989	1970	1978.31944444	1979.70833333	0.8819444444	0.9027777778	0.8888888889	0.9097222222	1.470966337	1.6421973333	1.2997353406	-0.0069444444	-0.0069444444	-0.0069444444	3
"fantasyself"	"temp_fant11989_3"	"temp_fant21989_3"	1989	1970	1979.75	1980.04166667	0.8958333333	0.7986111111	0.8611111111	0.7916666667	1.52346943	1.499711208	1.5472276519	0.0208333333	0.0069444444	0.0347222222	3
"cross"	"temp_sf11989_3"	"temp_fant21989_3"	1989	1970	1978.31944444	1980.04166667	0.8819444444	0.7986111111	0.7708333333	0.7638888889	0.8431088477	0.9080673706	0.7781503249	0.0729166667	0.0347222222	0.1111111111	3
"cross"	"temp_sf21989_3"	"temp_fant11989_3"	1989	1970	1979.70833333	1979.75	0.9027777778	0.8958333333	0.8263888889	0.8472222222	1.2111802852	1.1620364409	1.2603241295	0.0625	0.0486111111	0.0763888889	3
"sfself"	"temp_sf11989_4"	"temp_sf21989_4"	1989	1970	1979.41666667	1979.84027778	0.9236111111	0.9305555556	0.8611111111	0.8958333333	1.4588101286	1.4328216492	1.4847986079	0.0486111111	0.0347222222	0.0625	4
"fantasyself"	"temp_fant11989_4"	"temp_fant21989_4"	1989	1970	1979.43055556	1979.94444444	0.8333333333	0.9027777778	0.8333333333	0.8819444444	1.2811741071	1.395367079	1.1669811353	0.0104166667	0.0208333333	0	4
"cross"	"temp_sf11989_4"	"temp_fant21989_4"	1989	1970	1979.41666667	1979.94444444	0.9236111111	0.9027777778	0.8125	0.8333333333	1.0425317185	1.0467822309	1.0382812061	0.0902777778	0.0694444444	0.1111111111	4
"cross"	"temp_sf21989_4"	"temp_fant11989_4"	1989	1970	1979.84027778	1979.43055556	0.9305555556	0.8333333333	0.7986111111	0.7708333333	0.8332001131	0.9577425312	0.708657695	0.0972222222	0.0625	0.1319444444	4
"sfself"	"temp_sf11989_5"	"temp_sf21989_5"	1989	1970	1979.21527778	1979.51388889	0.9097222222	0.9097222222	0.9444444444	0.9097222222	1.6283578628	1.5972417826	1.6594739431	-0.0173611111	0	-0.0347222222	5
"fantasyself"	"temp_fant11989_5"	"temp_fant21989_5"	1989	1970	1979.52777778	1979.94444444	0.8472222222	0.875	0.8472222222	0.8472222222	1.3570980484	1.3258119154	1.3883841814	0.0138888889	0.0277777778	0	5
"cross"	"temp_sf11989_5"	"temp_fant21989_5"	1989	1970	1979.21527778	1979.94444444	0.9097222222	0.875	0.875	0.8611111111	1.2584036695	1.1273656876	1.3894416514	0.0243055556	0.0138888889	0.0347222222	5
"cross"	"temp_sf21989_5"	"temp_fant11989_5"	1989	1970	1979.51388889	1979.52777778	0.9097222222	0.8472222222	0.75	0.7986111111	0.9167465431	1.0404672253	0.7930258609	0.1041666667	0.0486111111	0.1597222222	5
"sfself"	"temp_sf11989_6"	"temp_sf21989_6"	1989	1970	1980.45833333	1978.45833333	0.9166666667	0.9236111111	0.875	0.9236111111	1.3572826081	1.4637180789	1.2508471373	0.0208333333	0	0.0416666667	6
"fantasyself"	"temp_fant11989_6"	"temp_fant21989_6"	1989	1970	1980.00694444	1979.80555556	0.8958333333	0.8472222222	0.8611111111	0.8472222222	1.40492663	1.4841066394	1.3257466206	0.0173611111	0	0.0347222222	6
"cross"	"temp_sf11989_6"	"temp_fant21989_6"	1989	1970	1980.45833333	1979.80555556	0.9166666667	0.8472222222	0.8402777778	0.8263888889	1.0064354564	1.0073148796	1.0055560332	0.0486111111	0.0208333333	0.0763888889	6
"cross"	"temp_sf21989_6"	"temp_fant11989_6"	1989	1970	1978.45833333	1980.00694444	0.9236111111	0.8958333333	0.8125	0.8125	1.0798419344	0.9770462923	1.1826375765	0.0972222222	0.0833333333	0.1111111111	6
"sfself"	"temp_sf11989_7"	"temp_sf21989_7"	1989	1970	1979.93055556	1978.60416667	0.8958333333	0.9097222222	0.8888888889	0.8819444444	1.4265049555	1.4169067563	1.4361031548	0.0173611111	0.0277777778	0.0069444444	7
"fantasyself"	"temp_fant11989_7"	"temp_fant21989_7"	1989	1970	1980.74305556	1979.31944444	0.9236111111	0.8472222222	0.8611111111	0.8333333333	1.1707821613	1.156849362	1.1847149606	0.0381944444	0.0138888889	0.0625	7
"cross"	"temp_sf11989_7"	"temp_fant21989_7"	1989	1970	1979.93055556	1979.31944444	0.8958333333	0.8472222222	0.7430555556	0.7986111111	0.9152322522	0.9717802744	0.85868423	0.1006944444	0.0486111111	0.1527777778	7
"cross"	"temp_sf21989_7"	"temp_fant11989_7"	1989	1970	1978.60416667	1980.74305556	0.9097222222	0.9236111111	0.8333333333	0.7777777778	0.9408429568	1.0392767025	0.8424092112	0.1111111111	0.1458333333	0.0763888889	7
"sfself"	"temp_sf11989_8"	"temp_sf21989_8"	1989	1970	1978.68055556	1979.625	0.9305555556	0.9305555556	0.8819444444	0.875	1.4580093753	1.5535898006	1.36242895	0.0520833333	0.0555555556	0.0486111111	8
"fantasyself"	"temp_fant11989_8"	"temp_fant21989_8"	1989	1970	1979.52777778	1980.65972222	0.8541666667	0.8819444444	0.8333333333	0.8333333333	1.2628510104	1.2009502302	1.3247517907	0.0347222222	0.0486111111	0.0208333333	8
"cross"	"temp_sf11989_8"	"temp_fant21989_8"	1989	1970	1978.68055556	1980.65972222	0.9305555556	0.8819444444	0.7708333333	0.8194444444	1.0269040083	1.1157820668	0.9380259497	0.1111111111	0.0625	0.1597222222	8
"cross"	"temp_sf21989_8"	"temp_fant11989_8"	1989	1970	1979.625	1979.52777778	0.9305555556	0.8541666667	0.7986111111	0.7847222222	0.8608299425	0.8756790865	0.8459807986	0.1006944444	0.0694444444	0.1319444444	8
"sfself"	"temp_sf11989_9"	"temp_sf21989_9"	1989	1970	1979.48611111	1979.29166667	0.9166666667	0.9444444444	0.8680555556	0.9513888889	1.6374664815	1.7242530911	1.5506798719	0.0208333333	-0.0069444444	0.0486111111	9
"fantasyself"	"temp_fant11989_9"	"temp_fant21989_9"	1989	1970	1980.21527778	1979.88194444	0.8819444444	0.8680555556	0.7986111111	0.8055555556	1.1121879601	1.115770591	1.1086053293	0.0729166667	0.0625	0.0833333333	9
"cross"	"temp_sf11989_9"	"temp_fant21989_9"	1989	1970	1979.48611111	1979.88194444	0.9166666667	0.8680555556	0.7847222222	0.8333333333	1.0981643126	1.2645105886	0.9318180367	0.0833333333	0.0347222222	0.1319444444	9
"cross"	"temp_sf21989_9"	"temp_fant11989_9"	1989	1970	1979.29166667	1980.21527778	0.9444444444	0.8819444444	0.7916666667	0.7361111111	0.7182103927	0.6839294318	0.7524913536	0.1493055556	0.1458333333	0.1527777778	9
"sfself"	"temp_sf11989_10"	"temp_sf21989_10"	1989	1970	1979.75	1979.57638889	0.9236111111	0.8958333333	0.9444444444	0.9236111111	1.6026160748	1.6337482559	1.5714838936	-0.0243055556	-0.0277777778	-0.0208333333	10
"fantasyself"	"temp_fant11989_10"	"temp_fant21989_10"	1989	1970	1980.40972222	1979.70833333	0.8611111111	0.8472222222	0.8541666667	0.8402777778	1.4146572631	1.603547373	1.2257671532	0.0069444444	0.0069444444	0.0069444444	10
"cross"	"temp_sf11989_10"	"temp_fant21989_10"	1989	1970	1979.75	1979.70833333	0.9236111111	0.8472222222	0.8194444444	0.8333333333	0.9878517819	1.106611956	0.8690916078	0.0590277778	0.0138888889	0.1041666667	10
"cross"	"temp_sf21989_10"	"temp_fant11989_10"	1989	1970	1979.57638889	1980.40972222	0.8958333333	0.8611111111	0.8680555556	0.8402777778	1.2953191264	1.1834189622	1.4072192905	0.0243055556	0.0208333333	0.0277777778	10
"sfself"	"temp_sf11989_11"	"temp_sf21989_11"	1989	1970	1979.98611111	1979.25	0.9097222222	0.9305555556	0.8888888889	0.9583333333	1.6594016313	1.6207763099	1.6980269527	-0.0034722222	-0.0277777778	0.0208333333	11
"fantasyself"	"temp_fant11989_11"	"temp_fant21989_11"	1989	1970	1979.90972222	1979.88194444	0.8541666667	0.8402777778	0.8888888889	0.8541666667	1.3843234333	1.5315322625	1.237114604	-0.0243055556	-0.0138888889	-0.0347222222	11
"cross"	"temp_sf11989_11"	"temp_fant21989_11"	1989	1970	1979.98611111	1979.88194444	0.9097222222	0.8402777778	0.875	0.8125	1.0926984792	1.0894582584	1.0959387	0.03125	0.0277777778	0.0347222222	11
"cross"	"temp_sf21989_11"	"temp_fant11989_11"	1989	1970	1979.25	1979.90972222	0.9305555556	0.8541666667	0.8333333333	0.7916666667	1.0864316249	1.045415707	1.1274475428	0.0798611111	0.0625	0.0972222222	11
"sfself"	"temp_sf11989_12"	"temp_sf21989_12"	1989	1970	1979.46527778	1979.15277778	0.9444444444	0.9305555556	0.9097222222	0.8819444444	1.6537397614	1.6353990101	1.6720805127	0.0416666667	0.0486111111	0.0347222222	12
"fantasyself"	"temp_fant11989_12"	"temp_fant21989_12"	1989	1970	1979.72222222	1980.16666667	0.8541666667	0.8472222222	0.8819444444	0.8333333333	1.5915170603	1.6631529083	1.5198812123	-0.0069444444	0.0138888889	-0.0277777778	12
"cross"	"temp_sf11989_12"	"temp_fant21989_12"	1989	1970	1979.46527778	1980.16666667	0.9444444444	0.8472222222	0.8263888889	0.7986111111	1.0765483918	1.0281700725	1.1249267111	0.0833333333	0.0486111111	0.1180555556	12
"cross"	"temp_sf21989_12"	"temp_fant11989_12"	1989	1970	1979.15277778	1979.72222222	0.9305555556	0.8541666667	0.8125	0.7986111111	1.1067259029	1.1976337766	1.0158180291	0.0868055556	0.0555555556	0.1180555556	12
"sfself"	"temp_sf11989_13"	"temp_sf21989_13"	1989	1970	1978.875	1979.65277778	0.8958333333	0.9305555556	0.8819444444	0.8888888889	1.6494894172	1.5792150729	1.7197637616	0.0277777778	0.0416666667	0.0138888889	13
"fantasyself"	"temp_fant11989_13"	"temp_fant21989_13"	1989	1970	1979.73611111	1980.26388889	0.8680555556	0.8819444444	0.7708333333	0.8958333333	1.499278925	1.4293241455	1.5692337045	0.0416666667	-0.0138888889	0.0972222222	13
"cross"	"temp_sf11989_13"	"temp_fant21989_13"	1989	1970	1978.875	1980.26388889	0.8958333333	0.8819444444	0.7708333333	0.8194444444	1.124880212	1.1478012077	1.1019592162	0.09375	0.0625	0.125	13
"cross"	"temp_sf21989_13"	"temp_fant11989_13"	1989	1970	1979.65277778	1979.73611111	0.9305555556	0.8680555556	0.8263888889	0.7986111111	0.9518283013	1.0867138104	0.8169427921	0.0868055556	0.0694444444	0.1041666667	13
"sfself"	"temp_sf11989_14"	"temp_sf21989_14"	1989	1970	1977.79861111	1980.76388889	0.9444444444	0.9236111111	0.9166666667	0.8611111111	1.4543037814	1.3832345285	1.5253730343	0.0451388889	0.0625	0.0277777778	14
"fantasyself"	"temp_fant11989_14"	"temp_fant21989_14"	1989	1970	1977.84027778	1981.29861111	0.8680555556	0.8819444444	0.8472222222	0.7847222222	1.2711828782	1.1516452123	1.390720544	0.0590277778	0.0972222222	0.0208333333	14
"cross"	"temp_sf11989_14"	"temp_fant21989_14"	1989	1970	1977.79861111	1981.29861111	0.9444444444	0.8819444444	0.7847222222	0.8125	1.0949380981	1.1842912093	1.0055849868	0.1145833333	0.0694444444	0.1597222222	14
"cross"	"temp_sf21989_14"	"temp_fant11989_14"	1989	1970	1980.76388889	1977.84027778	0.9236111111	0.8680555556	0.7777777778	0.7847222222	0.8356046068	0.7334884671	0.9377207466	0.1145833333	0.0833333333	0.1458333333	14
"sfself"	"temp_sf11999_0"	"temp_sf21999_0"	1999	1980	1989.25	1989.75694444	0.8888888889	0.9513888889	0.8819444444	0.9097222222	1.367252234	1.4532144907	1.2812899773	0.0243055556	0.0416666667	0.0069444444	0
"fantasyself"	"temp_fant11999_0"	"temp_fant21999_0"	1999	1980	1988.82638889	1990.55555556	0.8333333333	0.8958333333	0.8541666667	0.75	1.1635751838	1.1948186765	1.132331691	0.0625	0.1458333333	-0.0208333333	0
"cross"	"temp_sf11999_0"	"temp_fant21999_0"	1999	1980	1989.25	1990.55555556	0.8888888889	0.8958333333	0.875	0.7847222222	1.1504812886	1.0409155145	1.2600470626	0.0625	0.1111111111	0.0138888889	0
"cross"	"temp_sf21999_0"	"temp_fant11999_0"	1999	1980	1989.75694444	1988.82638889	0.9513888889	0.8333333333	0.7291666667	0.75	0.7490264333	0.7010276986	0.797025168	0.1527777778	0.0833333333	0.2222222222	0
"sfself"	"temp_sf11999_1"	"temp_sf21999_1"	1999	1980	1990.71527778	1988.29166667	0.9305555556	0.8819444444	0.8888888889	0.9236111111	1.8129547915	1.8518197971	1.774089786	0	-0.0416666667	0.0416666667	1
"fantasyself"	"temp_fant11999_1"	"temp_fant21999_1"	1999	1980	1991.20833333	1988.76388889	0.8680555556	0.8263888889	0.8888888889	0.8194444444	1.4196574615	1.4927092598	1.3466056632	-0.0069444444	0.0069444444	-0.0208333333	1
"cross"	"temp_sf11999_1"	"temp_fant21999_1"	1999	1980	1990.71527778	1988.76388889	0.9305555556	0.8263888889	0.8819444444	0.7916666667	1.0665395366	1.0101175321	1.1229615411	0.0416666667	0.0347222222	0.0486111111	1
"cross"	"temp_sf21999_1"	"temp_fant11999_1"	1999	1980	1988.29166667	1991.20833333	0.8819444444	0.8680555556	0.8472222222	0.7708333333	1.358589175	1.2873839015	1.4297944484	0.0659722222	0.0972222222	0.0347222222	1
"sfself"	"temp_sf11999_2"	"temp_sf21999_2"	1999	1980	1989.75694444	1989.61805556	0.9444444444	0.9027777778	0.9027777778	0.9236111111	1.7228412472	1.7021426962	1.7435397981	0.0104166667	-0.0208333333	0.0416666667	2
"fantasyself"	"temp_fant11999_2"	"temp_fant21999_2"	1999	1980	1990.17361111	1989.25694444	0.8888888889	0.8819444444	0.8194444444	0.8680555556	1.3418734242	1.2717236513	1.4120231971	0.0416666667	0.0138888889	0.0694444444	2
"cross"	"temp_sf11999_2"	"temp_fant21999_2"	1999	1980	1989.75694444	1989.25694444	0.9444444444	0.8819444444	0.8541666667	0.8125	1.221437092	1.0988356047	1.3440385793	0.0798611111	0.0694444444	0.0902777778	2
"cross"	"temp_sf21999_2"	"temp_fant11999_2"	1999	1980	1989.61805556	1990.17361111	0.9027777778	0.8888888889	0.8819444444	0.8333333333	1.2352066846	1.1340077787	1.3364055906	0.0381944444	0.0555555556	0.0208333333	2
"sfself"	"temp_sf11999_3"	"temp_sf21999_3"	1999	1980	1989.22222222	1989.85416667	0.9305555556	0.9305555556	0.8611111111	0.8819444444	1.4631975137	1.6362548345	1.2901401929	0.0590277778	0.0486111111	0.0694444444	3
"fantasyself"	"temp_fant11999_3"	"temp_fant21999_3"	1999	1980	1989.02777778	1990.50694444	0.8888888889	0.8611111111	0.875	0.9027777778	1.3096546294	1.251249154	1.3680601048	-0.0138888889	-0.0416666667	0.0138888889	3
"cross"	"temp_sf11999_3"	"temp_fant21999_3"	1999	1980	1989.22222222	1990.50694444	0.9305555556	0.8611111111	0.7986111111	0.7986111111	0.8719071616	0.7447310008	0.9990833224	0.0972222222	0.0625	0.1319444444	3
"cross"	"temp_sf21999_3"	"temp_fant11999_3"	1999	1980	1989.85416667	1989.02777778	0.9305555556	0.8888888889	0.9513888889	0.8333333333	1.3795735199	1.3601538404	1.3989931994	0.0173611111	0.0555555556	-0.0208333333	3
"sfself"	"temp_sf11999_4"	"temp_sf21999_4"	1999	1980	1988.8125	1990.17361111	0.8680555556	0.9305555556	0.9236111111	0.9444444444	1.6294371913	1.6602495142	1.5986248684	-0.0347222222	-0.0138888889	-0.0555555556	4
"fantasyself"	"temp_fant11999_4"	"temp_fant21999_4"	1999	1980	1989.94444444	1989.98611111	0.8125	0.9236111111	0.8333333333	0.875	1.2711978033	1.2170405994	1.3253550071	0.0138888889	0.0486111111	-0.0208333333	4
"cross"	"temp_sf11999_4"	"temp_fant21999_4"	1999	1980	1988.8125	1989.98611111	0.8680555556	0.9236111111	0.8263888889	0.8680555556	1.1072258693	1.1313423456	1.083109393	0.0486111111	0.0555555556	0.0416666667	4
"cross"	"temp_sf21999_4"	"temp_fant11999_4"	1999	1980	1990.17361111	1989.94444444	0.9305555556	0.8125	0.8611111111	0.8194444444	1.0827068905	1.0935200515	1.0718937295	0.03125	-0.0069444444	0.0694444444	4
"sfself"	"temp_sf11999_5"	"temp_sf21999_5"	1999	1980	1990.06944444	1989	0.9583333333	0.9097222222	0.9027777778	0.8472222222	1.3687944986	1.331817958	1.4057710392	0.0590277778	0.0625	0.0555555556	5
"fantasyself"	"temp_fant11999_5"	"temp_fant21999_5"	1999	1980	1989.75694444	1990.01388889	0.8680555556	0.9097222222	0.75	0.8888888889	1.0510776013	1.1693684594	0.9327867432	0.0694444444	0.0208333333	0.1180555556	5
"cross"	"temp_sf11999_5"	"temp_fant21999_5"	1999	1980	1990.06944444	1990.01388889	0.9583333333	0.9097222222	0.7708333333	0.8125	0.9348215326	1.0063189077	0.8633241574	0.1423611111	0.0972222222	0.1875	5
"cross"	"temp_sf21999_5"	"temp_fant11999_5"	1999	1980	1989	1989.75694444	0.9097222222	0.8680555556	0.8472222222	0.8055555556	1.0776646892	1.0217469553	1.1335824231	0.0625	0.0625	0.0625	5
"sfself"	"temp_sf11999_6"	"temp_sf21999_6"	1999	1980	1989.84722222	1989.24305556	0.9444444444	0.9097222222	0.8680555556	0.8402777778	1.5295359361	1.522214907	1.5368569651	0.0729166667	0.0694444444	0.0763888889	6
"fantasyself"	"temp_fant11999_6"	"temp_fant21999_6"	1999	1980	1990.48611111	1989.47916667	0.875	0.8611111111	0.8888888889	0.7986111111	1.4284874421	1.5025638323	1.3544110519	0.0243055556	0.0625	-0.0138888889	6
"cross"	"temp_sf11999_6"	"temp_fant21999_6"	1999	1980	1989.84722222	1989.47916667	0.9444444444	0.8611111111	0.8333333333	0.7430555556	1.0134533993	0.9381742406	1.0887325581	0.1145833333	0.1180555556	0.1111111111	6
"cross"	"temp_sf21999_6"	"temp_fant11999_6"	1999	1980	1989.24305556	1990.48611111	0.9097222222	0.875	0.8541666667	0.8541666667	1.3265345763	1.3386047148	1.3144644377	0.0381944444	0.0208333333	0.0555555556	6
"sfself"	"temp_sf11999_7"	"temp_sf21999_7"	1999	1980	1989.96527778	1989.16666667	0.9027777778	0.9236111111	0.8888888889	0.9097222222	1.4896303464	1.5192590264	1.4600016663	0.0138888889	0.0138888889	0.0138888889	7
"fantasyself"	"temp_fant11999_7"	"temp_fant21999_7"	1999	1980	1991.01388889	1988.91666667	0.8402777778	0.8819444444	0.8333333333	0.8888888889	1.5477418839	1.6740371075	1.4214466603	0	-0.0069444444	0.0069444444	7
"cross"	"temp_sf11999_7"	"temp_fant21999_7"	1999	1980	1989.96527778	1988.91666667	0.9027777778	0.8819444444	0.8680555556	0.875	1.0959320502	1.1110377254	1.0808263751	0.0208333333	0.0069444444	0.0347222222	7
"cross"	"temp_sf21999_7"	"temp_fant11999_7"	1999	1980	1989.16666667	1991.01388889	0.9236111111	0.8402777778	0.8055555556	0.7152777778	0.9363587142	0.8629011033	1.0098163252	0.1215277778	0.125	0.1180555556	7
"sfself"	"temp_sf11999_8"	"temp_sf21999_8"	1999	1980	1989.54861111	1989.4375	0.9375	0.9444444444	0.8263888889	0.9097222222	1.5588879983	1.6332369781	1.4845390185	0.0729166667	0.0347222222	0.1111111111	8
"fantasyself"	"temp_fant11999_8"	"temp_fant21999_8"	1999	1980	1989.86805556	1989.54861111	0.8333333333	0.8958333333	0.8472222222	0.8958333333	1.3297999398	1.3237261438	1.3358737358	-0.0069444444	0	-0.0138888889	8
"cross"	"temp_sf11999_8"	"temp_fant21999_8"	1999	1980	1989.54861111	1989.54861111	0.9375	0.8958333333	0.8333333333	0.8402777778	1.1500394055	1.1331101502	1.1669686608	0.0798611111	0.0555555556	0.1041666667	8
"cross"	"temp_sf21999_8"	"temp_fant11999_8"	1999	1980	1989.4375	1989.86805556	0.9444444444	0.8333333333	0.8611111111	0.6597222222	1.0385004119	0.8596347674	1.2173660563	0.1284722222	0.1736111111	0.0833333333	8
"sfself"	"temp_sf11999_9"	"temp_sf21999_9"	1999	1980	1989.85416667	1989.27777778	0.9097222222	0.9583333333	0.8888888889	0.8680555556	1.418022927	1.4085013666	1.4275444874	0.0555555556	0.0902777778	0.0208333333	9
"fantasyself"	"temp_fant11999_9"	"temp_fant21999_9"	1999	1980	1989.1875	1989.9375	0.9097222222	0.8680555556	0.8680555556	0.8055555556	1.2389256469	1.3117178353	1.1661334585	0.0520833333	0.0625	0.0416666667	9
