docid	diff	firstpub	author	tags	title
pst.000026021102_0	-0.191726944698	1984	Benford, Gregory	sf_oclc	Across the sea of suns
inu.30000021364132	-0.150314770726	1988	Odur, Agum C. (Agum Charles)	random	Money oh! money : | and other stories / | $c: Agum C. Odur.
uc1.$b395271_1	-0.542374620453	1974	Jackman, Oliver	random	Saw the house in half, | a novel / | $c: Oliver Jackman.
coo.31924015913787_1	0.897432028311	1976	West, Kenyon	random	Cliveden / | $c: Kenyon West.
mdp.39015003678128_1	-0.0319227984164	1963	Fuller, Edmund	random	The corridor.
mdp.39015011235275_0	-0.510985617843	1986	Auchincloss, Louis	random	Diary of a yuppie / | $c: Louis Auchincloss.
mdp.39015033517122	0.221503357923	1984	Bandler, Faith	random	Welou, my brother.
uc1.b4432430_0	0.534509926041	1976	Biggle, Lloyd	sf_loc	A galaxy of strangers
mdp.39015002129552_2	0.357823306652	1976	Wodehouse, P. G	random	The world of Blandings / | $c: P. G. Wodehouse.
mdp.39015005753077_1	-0.509017304534	1965	Amis, Kingsley	random	The Egyptologists; | a novel, | $c: by Kingsley Amis and Robert Conquest.
uc1.32106015466912_1	-0.0483172974832	1978	Matheson, Richard	random	What dreams may come : | a novel / | $c: by Richard Matheson.
mdp.39015058806525_1	-0.320724832409	1965	Schuder, Rosemarie	random	Witch's son / | $c: by Rosemarie Schuder ; [Translated by Joan Becker]
uc1.b4463156_0	0.138843862871	1980	Knight, Damon	sf_oclc|fantasy_oclc	The world and Thorinn
mdp.39015010728999_1	-0.0579872460986	1985	nan	random	The Ploughshares reader : | new fiction for the eighties / | $c: edited and with an introduction by DeWitt Henry.
uc1.b5181929_0	0.793953817072	1972	Hart, Sue (Susanne)	random	Listen to the wild | $c: [by] Susanne Hart.
pst.000044193720_1	0.117717584845	1964	Ludwig, Richard M	random	9 short novels / | $c: edited by Richard M. Ludwig and Marvin B. Perry, Jr.
uc1.b3656513	0.920543120772	1985	Marty	random	Church : | a story / | $c: by Marty.
uc1.b4451842_0	0.0287619381641	1971	Farrell, James T. (James Thomas)	random	Invisible swords | $c: [by] James T. Farrell.
mdp.39015005899052	-0.171736677079	1967	Blish, James	sf_oclc	Star trek. | Based on the exciting new NBC-TV series created by Gene Roddenberry.
mdp.39015041293021_0	0.0240287133578	1985	Soaba, Russell	random	Maiba : | a Papuan novel / | $c: Russell Soaba.
mdp.39015027552358_1	1.19194030775	1968	Greenleaf, Margery	random	Banner over me; | a tale of the Norman Conquest. | $c: Illustrated by Charles Mikolaycak.
mdp.39015003969873_1	-0.0711906143509	1979	nan	sf_loc	The 13 crimes of science fiction
uc1.b4451842_2	-0.0589715237318	1971	Farrell, James T. (James Thomas)	random	Invisible swords | $c: [by] James T. Farrell.
uc1.b4350644_0	-0.0317569368402	1966	Phillips, J. J	random	Mojo hand.
mdp.39015046831189_2	0.139951309667	1983	Asimov, Isaac	sf_oclc	The robots of dawn
mdp.39015029412296_1	-0.0537730775395	1969	nan	sf_loc	The best SF stories from New Worlds,#2.
mdp.39015010728999_2	0.0695757199113	1985	nan	random	The Ploughshares reader : | new fiction for the eighties / | $c: edited and with an introduction by DeWitt Henry.
mdp.39015066047898_1	0.258514271704	1977	Nin, Anaïs	random	Delta of Venus : | erotica / | $c: by Anaïs Nin.
mdp.39015001430548_1	0.624862335997	1970	Barjavel, Ren̩	sf_oclc	The ice people; | $c: translated from the French by Charles Lam Markmann.
mdp.39015031589800_1	1.08434846365	1987	Lackey, Mercedes	sf_oclc	Arrows of the queen
uc1.b3346772_1	-0.627862639958	1966	Benchley, Nathaniel	random	The monument; | a satiric novel.
mdp.39015010914946_1	0.0800656921383	1981	Rybakov, Anatoliĭ Naumovich	random	Heavy sand / | $c: Anatoli Rybakov ; translated from the Russian by Harold Shukman.
mdp.39015052467530_0	0.390781107714	1969	Le Guin, Ursula K	fantasy_oclc|sf_loc	The left hand of darkness
uc1.$b785392_1	0.0778128404602	1960	Astley, Thea	random	A descant for gossips, | a novel.
uc1.b4363412_0	0.181446628396	1969	Konwicki, Tadeusz	random	A dreambook for our time. | $c: Translated by David Welsh.
mdp.39015001117038_1	-0.113790793121	1980	nan	sf_loc	Analog's Golden anniversary anthology
mdp.39015043799801_1	-0.226822941713	1969	Blair, Clay	random	The board room; | a novel.
mdp.39015003897603_1	-0.78001981439	1970	Abe, K��b��	sf_loc	Inter ice age 4
uc1.32106006936592_1	0.519536103595	1985	Mila�n, Victor	sf_oclc	The cybernetic samurai
uc1.b4463812_1	-0.7355343313	1973	Maloff, Saul	random	Heartland; | a novel.
uc1.b4384819_1	0.298070094639	1984	Leinster, Murray	sf_oclc	The forgotten planet
mdp.49015002601962_1	0.278767633577	1975	Tilley, Patrick	sf_oclc	Fade-out
mdp.39015053238286_0	0.151957724735	1975	nan	sf_oclc|fantasy_loc	Weird heroes
uc1.31822012556585	0.300916919079	1965	Shelnick, Thomas	random	Above and below, | $c: by Tom Shelnick, with Ray Cristina
mdp.49015002601962_0	0.0766904273974	1975	Tilley, Patrick	sf_oclc	Fade-out
uc1.b4382436_1	0.918875200752	1989	Bonham, Frank	random	The best Western stories of Frank Bonham / | $c: edited by Bill Pronzini and Martin H. Greenberg.
mdp.39015005888147_0	0.0276664997138	1969	Pohl, Frederik	sf_oclc	The Starchild trilogy
uc1.b4350644_1	0.098789503464	1966	Phillips, J. J	random	Mojo hand.
uc1.$b401402_1	-0.284883832518	1964	Caidin, Martin	sf_oclc	Marooned, | a novel.
mdp.39015002662453_0	0.2715604045	1976	Wilhelm, Kate	sf_oclc|sf_loc	Where late the sweet birds sang
mdp.39015005896660_1	0.19743381483	1960	Pohl, Frederik	sf_loc	Star of stars.
mdp.39015002661273_2	0.209563222232	1960	Settle, Mary Lee	random	Know nothing, | a novel.
mdp.39015008439567_1	1.23166877386	1975	Le Guin, Ursula K	sf_oclc	A wizard of earthsea
mdp.49015000671074_0	0.127459514467	1986	Cassutt, Michael	sf_oclc	The star country
inu.39000000158191_1	0.226316524534	1989	Clanchy, John	random	Homecoming : | three novellas / | $c: John Clanchy.
mdp.39015031213609_1	0.142245464953	1971	Brunner, John	sf_oclc	The wrong end of time
uc1.32106002129325_1	-0.482244719197	1973	Macdonald, Ross	random	Sleeping beauty.
mdp.39015058806525_0	-0.042266687782	1965	Schuder, Rosemarie	random	Witch's son / | $c: by Rosemarie Schuder ; [Translated by Joan Becker]
mdp.39015003969873_0	0.143795196585	1979	nan	sf_loc	The 13 crimes of science fiction
mdp.39015003922005_1	-0.296488412242	1961	Heinlein, Robert A. (Robert Anson)	sf_oclc	Stranger in a strange land.
inu.30000029816976_2	-0.225228506863	1962	Dick, Philip K	sf_loc	The collected stories of Philip K. Dick
mdp.39015022285798_1	0.254210245741	1979	Anaya, Rudolfo A	random	Tortuga : | a novel / | $c: by Rudolfo A. Anaya.
mdp.39015002750696_0	-0.531044614995	1961	Roth, Arthur J	random	The shame of our wounds.
uc1.b2838670_1	-0.117678415236	1969	Clement, Hal	sf_loc	Small changes
mdp.39015050556565_0	-0.243261771705	1965	Hersey, John	sf_oclc	White lotus | $c: [by] John Hersey.
pst.000063446623_0	0.0204147255251	1974	Elwood, Roger	sf_loc	Continuum.
mdp.39015002609116_1	-0.132827789619	1961	Uris, Leon	random	Mila 18.
pst.000021311574_1	-0.433060144145	1981	Aldiss, Brian Wilson	sf_loc	Man in his time : | the best science fiction stories of Brian W. Aldiss.
mdp.39015051168493_2	0.890068143694	1976	Athar, Ikbal	random	The years of their lives / | $c: Ikbal Athar.
mdp.39015012212620_2	0.0535677112763	1974	Niven, Larry	sf_oclc	The mote in God's eye, | $c: by Larry Niven and Jerry Pournelle.
pst.000021120350_1	0.034734169044	1971	Knight, Damon	sf_oclc	First contact
uc1.32106001965562_1	-0.447610074699	1964	Allingham, Margery	random	Police at the funeral.
mdp.39015020680917_0	-0.102336759695	1963	Simak, Clifford D	sf_oclc	Way station
mdp.39015053575299_1	0.0802895087188	1965	Simenon, Georges	random	The little saint. | $c: Translated from the French by Bernard Frechtman.
mdp.39015003498436_1	-0.321667557454	1965	nan	sf_loc	The Magazine of fantasy and science fiction : | a 30-year retrospective
pst.000044193720_2	0.588859680396	1964	Ludwig, Richard M	random	9 short novels / | $c: edited by Richard M. Ludwig and Marvin B. Perry, Jr.
mdp.39015022283579_2	-0.667311666932	1988	Pohl, Frederik	sf_oclc	Narabedla Ltd.
inu.39000000600960	-0.354259907529	1983	Inko-Dokubo, Alaboigoni	random	"The needle's eye / | $c: by ""Uncle Sam"" Alaboigoni Inko-Dokubo."
mdp.39076002620370_0	-0.0598306829392	1970	nan	sf_loc	100 great science fiction short short stories
uc1.b4350593_2	0.919203116155	1989	Park, Paul	sf_oclc	Sugar rain
mdp.49015003002582_0	0.190326250565	1979	Miller, Dallas	random	Passage West : | a novel / | $c: by Dallas Miller.
mdp.39015013132827_0	-0.00962657742369	1984	Boyle, T. Coraghessan	random	Budding prospects : | a pastoral / | $c: T. Coraghessan Boyle.
mdp.39015050556565_1	0.361505213544	1965	Hersey, John	sf_oclc	White lotus | $c: [by] John Hersey.
uc1.b3463023_1	0.0219717165628	1980	Hedin, Mary	random	Fly away home : | eighteen short stories / | $c: by Mary Hedin.
mdp.39015010748443_2	-0.158619637554	1972	Harrison, Harry	sf_loc	The astounding-analog reader, | $c: edited by Harry Harrison [and] Brian W. Aldiss.
mdp.49015000582263_1	0.57854833625	1989	nan	sf_loc	Memories and visions : | women's fantasy & science fiction
uc1.b3554717_2	-0.0101226489255	1971	nan	random	Nobel Prize library.
mdp.39015010524505_0	-0.175282786559	1967	Wallach, Erica Glaser	random	Light at midnight | $c: [by] Erica Wallach.
uc1.$b119532_0	-0.0110122007247	1968	Saville, Malcolm	random	Power of three.
uc1.$b119532_1	0.213898169387	1968	Saville, Malcolm	random	Power of three.
uc1.b3117335_0	0.300891163484	1962	Caillou, Alan	random	Field of women | $c: [by] Alan Caillow [pseud.
wu.89014733737_0	0.329488267735	1988	Seymour-Davies, Hugh	random	The bottlebrush tree : | a village in Andalusia / | $c: Hugh Seymour-Davies.
mdp.39015046878727_0	-0.0861119038244	1976	Butler, Octavia E	sf_oclc	Patternmaster
mdp.39015030931383_0	0.145856097249	1973	Effinger, George Alec	sf_loc	Chains of the sea; | three original novellas of science fiction, | $c: by Geo. Alec Effinger, Gardner R. Dozois [and] Gordon Eklund. Edited and with an introd. by Robert Silverberg. -
uc1.32106015791707_1	-0.208361465325	1978	Nelson, Shirley	random	The last year of the war / | $c: by Shirley Nelson.
osu.32435053311874_1	-0.147250153392	1962	Harrison, Harry	sf_oclc	Planet of the damned
mdp.39015011235275_1	-0.310260851604	1986	Auchincloss, Louis	random	Diary of a yuppie / | $c: Louis Auchincloss.
inu.30000002191439_1	0.210175058639	1988	Bialonwu, Uche	random	The long claws of fate / | $c: Uche Bialonwu.
pst.000044896492_1	-0.357845608053	1979	Wibberley, Leonard	sf_oclc	The mouse that roared
mdp.39076000903778_1	-0.0117493947999	1965	nan	sf_loc	Nebula award stories
mdp.39015016440870_1	-0.215378698155	1965	Haldeman, Charles	random	The snowman.
mdp.39015042474877_2	0.25844150291	1966	Vance, Jack	sf_oclc	The complete dying earth
mdp.39015064103032_1	-0.186752446599	1964	nan	sf_loc	Things
mdp.39015050556565_2	-0.132496018165	1965	Hersey, John	sf_oclc	White lotus | $c: [by] John Hersey.
mdp.39015010728999_0	-0.0944232437914	1985	nan	random	The Ploughshares reader : | new fiction for the eighties / | $c: edited and with an introduction by DeWitt Henry.
mdp.39015054075612_0	-0.0913534281401	1979	Clarke, Arthur C. (Arthur Charles)	sf_oclc	The fountains of Paradise
uc1.b4439333_0	-0.488269177332	1983	Edwards, Page	random	Peggy Salte / | $c: by Page Edwards.
inu.30000092015605_1	-0.0119496396077	1967	Hamalian, Leo	random	Seven Russian short novel masterpieces, | $c: edited, with notes and introd., by Leo Hamalian and Vera Von Wiren-Garczynski.
mdp.39015046831189_0	-0.0715693734487	1983	Asimov, Isaac	sf_oclc	The robots of dawn
wu.89014733737_1	0.790544874496	1988	Seymour-Davies, Hugh	random	The bottlebrush tree : | a village in Andalusia / | $c: Hugh Seymour-Davies.
mdp.39015036768961_0	-0.161120982318	1983	Gaan, Margaret	random	Little sister / | $c: by Margaret Gaan.
mdp.39015014152915_1	0.0371480785358	1978	Cozzens, James Gould	random	Just representations : | a James Gould Cozzens reader / | $c: edited and with an introd. by Matthew J. Bruccoli.
mdp.39015046878727_1	0.0865567467301	1976	Butler, Octavia E	sf_oclc	Patternmaster
mdp.39076000903745_0	-0.0545176048133	1965	nan	sf_loc	Nebula award stories
pst.000050309191_1	1.19363377664	1984	Segura, Chris	random	Bayou / | $c: forty short stories by Chris Segura ; forty paintings by George Rodrigue.
mdp.49015000671074_1	0.354987536373	1986	Cassutt, Michael	sf_oclc	The star country
uc1.32106014643891_0	0.0287756953482	1971	Munro, Alice	random	Lives of girls and women / | $c: Alice Munro
inu.30000029816976_0	-0.0663372443903	1962	Dick, Philip K	sf_loc	The collected stories of Philip K. Dick
uc1.32106002114343_0	-1.20889169662	1964	Heinlein, Robert A. (Robert Anson)	sf_loc	Farnham's freehold; | $c: a novel by Robert A. Heinlein.
uc1.32106014453754_1	-0.253762603448	1963	Carr, John Dickson	random	The men who explained miracles; | six short stories and a novelette
uc1.b4355176_1	0.13821345028	1983	Prochnau, William W	sf_oclc	Trinity's child
pst.000017857178_0	0.118591767783	1989	Bujold, Lois McMaster	sf_oclc	Vorkosigan's game
mdp.39076002620370_1	0.00968881900083	1970	nan	sf_loc	100 great science fiction short short stories
mdp.39015013132827_2	-0.208836015992	1984	Boyle, T. Coraghessan	random	Budding prospects : | a pastoral / | $c: T. Coraghessan Boyle.
uc1.$b81528_0	0.0371382955156	1960	Morris, Wright	random	Ceremony in Lone Tree.
uc1.b4087579	-0.321050570227	1963	Bosworth, J. Allen	random	A bird for Peter. | $c: Illustrated by Howard Simon.
mdp.39015014135514_0	0.0280411517481	1964	Morrieson, Ronald Hugh	random	Came a hot Friday.
osu.32435053363990_1	-0.131894552717	1960	Leinster, Murray	sf_oclc	The aliens
uc1.b4951557_1	-0.408815954482	1972	Theroux, Alexander	random	Three wogs. -
inu.39000000213053_0	-0.348719233756	1989	nan	sf_loc	The New Hugo winners : | award-winning science fiction stories
uc1.b3347083_1	-0.0604116678459	1966	Kenyon, F. W. (Frank Wilson)	random	The absorbing fire; | the Byron legend, | $c: by F.W. Kenyon.
uc1.$b391245_1	-0.261987050602	1968	Bharucha, Perin	random	The fire worshippers.
mdp.39015066071658_0	-0.0142894867799	1982	Rashke, Richard L	random	Escape from Sobibor / | $c: Richard Rashke.
mdp.39015042474877_0	1.01348870393	1966	Vance, Jack	sf_oclc	The complete dying earth
pst.000033669274_1	0.0386532917712	1982	Foster, Alan Dean	sf_oclc	Nor crystal tears
mdp.39015051364977_1	-1.03447960305	1972	Brower, Brock	sf_oclc	The late great creature.
uc1.32106007713453_2	-0.0738237563533	1987	Lem, Stanis��aw	sf_oclc	Fiasco
mdp.39015018625015_0	0.0268487911044	1989	Adams, Alice	random	After you've gone : | stories / | $c: by Alice Adams.
mdp.39015038145077_0	0.0396442525099	1988	Nagibin, I͡Uriĭ	random	An unwritten story by Somerset Maugham : | novellas / | $c: Yu. Nagibin.
mdp.39015066619159_0	0.15225288811	1967	Ongaro, Alberto	random	Excelsior; | $c: translated from the Italian by Giles Cremonesi.
pst.000031216432_0	0.650068715344	1987	Faust, Joe Clifford	sf_loc	A death of honor
mdp.39015010524505_2	-0.234379105063	1967	Wallach, Erica Glaser	random	Light at midnight | $c: [by] Erica Wallach.
pst.000005477456_0	-0.124328097212	1973	Watson, Ian	sf_oclc	The embedding.
mdp.39015066688105_0	-0.569531861711	1975	Coblentz, Stanton Arthur	sf_oclc	After 12,000 years
pst.000010058275_0	0.45672081136	1977	De Camp, L. Sprague (Lyon Sprague)	sf_oclc	The Tritonian ring
mdp.39015066688246_0	-0.507094567996	1975	Williamson, Jack	sf_oclc	Darker than you think
uc1.$b285096_1	0.255193588466	1963	Maugham, W. Somerset (William Somerset)	random	Husbands and wives : | nine stories / | $c: by W. Somerset Maugham ; selected and with an introd. by Richard A. Cordell.
uc1.b4095618_1	-0.0629406336111	1963	Hoyle, Fred, Sir	sf_oclc	Fifth planet
mdp.39015056875126_0	-0.197268690953	1983	Randall, Marta	sf_loc	The sword of winter
pst.000014226519_1	-0.623034969867	1987	nan	random	On the diamond : | a treasury of baseball stories / | $c: edited and with an introduction by Martin H. Greenberg.
mdp.39015051364977_0	-0.780219971664	1972	Brower, Brock	sf_oclc	The late great creature.
uc1.b4357751_0	-0.631473657501	1971	Rauch, Earl Mac	random	Arkansas adios.
mdp.39015010321076_1	-0.516386977645	1967	Davies, L. P. (Leslie Purnell)	sf_oclc|fantasy_oclc	Psychogeist | $c: [by] L. P. Davies.
mdp.39015022285798_0	-0.429573501251	1979	Anaya, Rudolfo A	random	Tortuga : | a novel / | $c: by Rudolfo A. Anaya.
uc1.32106016701697_0	-0.0126229928505	1973	Ponicsan, Darryl	random	Andoshen, Pa.; | a novel.
mdp.39015048908365_0	0.0554154555332	1981	Musaraj, Shevqet	random	Before the dawn : | a novel / | $c: Shevqet Musaraj.
mdp.39015014137973_1	0.161208604114	1968	Leiber, Fritz	sf_oclc	Gather, darkness!
mdp.39015069234717_3	-0.184162630201	1965	Dick, Philip K	sf_loc	Four novels of the 1960s
mdp.49015001363762_1	0.136333205617	1986	nan	sf_loc	Omni best science fiction
pst.000021689604_1	0.129567656753	1981	Hogan, James P	sf_oclc	The Minervan experiment
mdp.39015027254435_1	-0.823315843793	1985	Vonnegut, Kurt	sf_oclc	Gal��pagos : | a novel
mdp.39015047655975_2	0.11260375762	1988	Gear, W. Michael	sf_oclc	The warriors of Spider
mdp.39015016450234_0	0.521745559842	1965	Brunner, John	sf_oclc	The squares of the city
mdp.39015008365226	-0.123588932991	1980	Josipovici, Gabriel	random	The echo chamber / | $c: Gabriel Josipovici.
pst.000005340262_1	0.121051584116	1968	Kizerman, Rudolph	random	Stand up in the world.
uc1.b4350593_1	0.206176402342	1989	Park, Paul	sf_oclc	Sugar rain
mdp.39015010450529_1	-0.490471417607	1966	Heinlein, Robert A. (Robert Anson)	sf_oclc	The moon is a harsh mistress
mdp.39015002750696_1	0.0775157438332	1961	Roth, Arthur J	random	The shame of our wounds.
mdp.49015003002582_1	0.0948578396759	1979	Miller, Dallas	random	Passage West : | a novel / | $c: by Dallas Miller.
mdp.39015047655975_0	0.177028048653	1988	Gear, W. Michael	sf_oclc	The warriors of Spider
pst.000046807083_0	0.363838581154	1984	Vidal, Gore	random	Lincoln : | a novel / | $c: Gore Vidal.
mdp.39015003449231	-0.371306691445	1976	Bradbury, Ray	sf_loc	The small assassin.
mdp.39015014136595	-0.223725716443	1960	Pohl, Frederik	sf_oclc	Drunkard's walk
inu.30000036960361_1	-0.158207688721	1989	Banks, Iain	sf_oclc|fantasy_oclc	The player of games
mdp.39015053238286_1	0.768800952197	1975	nan	sf_oclc|fantasy_loc	Weird heroes
pst.000014249471_2	0.0969704264985	1980	Marsh, Ngaio	random	Photo finish and two other great mysteries / | $c: Ngaio Marsh.
mdp.39015030708112_1	0.0478381356052	1961	O'Hara, John	random	Assembly / | $c: John O'Hara.
mdp.39015001117038_2	0.2974753829	1980	nan	sf_loc	Analog's Golden anniversary anthology
uc1.$b800124_1	-0.12527460563	1970	Tracy, Don	random	The last boat out of Cincinnati.
mdp.39015003897603_0	-0.542368940336	1970	Abe, K��b��	sf_loc	Inter ice age 4
pst.000021311574_0	0.00475683324251	1981	Aldiss, Brian Wilson	sf_loc	Man in his time : | the best science fiction stories of Brian W. Aldiss.
mdp.39015015340154_1	0.131800180807	1989	Barstow, Stan	random	Give us this day / | $c: Stan Barstow.
uc1.$b395271_0	-0.179744915011	1974	Jackman, Oliver	random	Saw the house in half, | a novel / | $c: Oliver Jackman.
mdp.39015005896660_0	-0.118519599595	1960	Pohl, Frederik	sf_loc	Star of stars.
mdp.39015007068235_0	-0.139661712218	1982	Asimov, Isaac	sf_oclc	Foundation's edge
mdp.39015009045033_0	0.0382845954535	1982	Brady, Maureen	random	Folly, a novel / | $c: by Maureen Brady.
pst.000050047673_2	-0.0473436608093	1975	nan	sf_loc	The Road to science fiction
uc1.b3462562	-0.0838232552406	1970	Cooper, Jamie Lee	random	The castaways.
mdp.39015076849721_0	-0.567943628125	1972	Greene, Jay	random	Cruise ship.
mdp.39015030931383_1	0.111111521206	1973	Effinger, George Alec	sf_loc	Chains of the sea; | three original novellas of science fiction, | $c: by Geo. Alec Effinger, Gardner R. Dozois [and] Gordon Eklund. Edited and with an introd. by Robert Silverberg. -
uc1.32106017382521_0	-0.00946600339406	1980	nan	random	Outlaws of the marsh / | $c: by Shi Nai'an and Luo Guanzhong ; translated by Sidney Shapiro
inu.39000000213053_1	-0.100021086418	1989	nan	sf_loc	The New Hugo winners : | award-winning science fiction stories
mdp.49015002164094_1	0.0139219998256	1974	Asimov, Isaac	sf_loc	The complete stories
mdp.39015030846771_0	-0.0799996192868	1969	Bowen, Elizabeth	random	Ann Lee's: | & other stories.
mdp.39015002129552_1	0.111501693921	1976	Wodehouse, P. G	random	The world of Blandings / | $c: P. G. Wodehouse.
pst.000021311574_2	-0.07524036192	1981	Aldiss, Brian Wilson	sf_loc	Man in his time : | the best science fiction stories of Brian W. Aldiss.
mdp.39015052398826	-0.744487085544	1964	Goldman, William	random	No way to treat a lady / | $c: by Harry Longbaugh.
uc1.b4451842_1	0.0815983642624	1971	Farrell, James T. (James Thomas)	random	Invisible swords | $c: [by] James T. Farrell.
uc1.b3739816_1	0.0758568751177	1972	Layton, Irving	random	Engagements: | the prose of Irving Layton; | $c: edited by Seymour Mayne.
uc1.b4951592	0.0087029045211	1978	White, Edmund	random	Nocturnes for the King of Naples / | $c: Edmund White.
uc1.$b115488_0	-0.0810865510911	1966	Adams, Alice	random	Careless love | $c: [by] Alice Adams.
mdp.39015011691782_0	0.137676320445	1979	Huth, Angela	random	Infidelities / | $c: by Angela Huth.
pst.000005477456_1	0.470889477675	1973	Watson, Ian	sf_oclc	The embedding.
mdp.39015014152915_0	0.148018320234	1978	Cozzens, James Gould	random	Just representations : | a James Gould Cozzens reader / | $c: edited and with an introd. by Matthew J. Bruccoli.
mdp.39015010748443_0	0.235385623048	1972	Harrison, Harry	sf_loc	The astounding-analog reader, | $c: edited by Harry Harrison [and] Brian W. Aldiss.
mdp.39015042474877_3	-0.00347612469289	1966	Vance, Jack	sf_oclc	The complete dying earth
uc1.b3435509_0	-0.289916797221	1962	Christopher, John	sf_oclc	The world in winter
mdp.39015034422751_1	-0.119766662591	1989	nan	sf_loc	Women of wonder : | the contemporary years : science fiction by women from the 1970s to the 1990s
mdp.39015001117038_0	-0.118817503964	1980	nan	sf_loc	Analog's Golden anniversary anthology
mdp.39015042474877_1	0.24244917284	1966	Vance, Jack	sf_oclc	The complete dying earth
mdp.39015020680917_1	-0.123685307971	1963	Simak, Clifford D	sf_oclc	Way station
pst.000005440733_1	0.113057030415	1970	Vickers, Frederick Bert	random	No man is himself / | $c: a novel by F. B. Vickers.
pst.000021120350_0	0.147915593666	1971	Knight, Damon	sf_oclc	First contact
mdp.39015069234717_1	-0.0943898217917	1965	Dick, Philip K	sf_loc	Four novels of the 1960s
uc1.$b401402_0	-0.140399860172	1964	Caidin, Martin	sf_oclc	Marooned, | a novel.
uc1.b3554717_0	0.132133452458	1971	nan	random	Nobel Prize library.
uc1.32106017382521_2	0.141455480242	1980	nan	random	Outlaws of the marsh / | $c: by Shi Nai'an and Luo Guanzhong ; translated by Sidney Shapiro
mdp.39015035335044_1	-0.782827757714	1966	Wheelis, Allen	random	The illusionless man; | fantasies and meditations.
mdp.39015048908365_2	-0.0800350988105	1981	Musaraj, Shevqet	random	Before the dawn : | a novel / | $c: Shevqet Musaraj.
uc1.b3463023_0	0.074106178606	1980	Hedin, Mary	random	Fly away home : | eighteen short stories / | $c: by Mary Hedin.
uc1.b3459537_1	0.337193487374	1984	Dickson, Gordon R	sf_loc	Dickson!
uc1.32106006936592_2	0.212113228603	1985	Mila�n, Victor	sf_oclc	The cybernetic samurai
uc1.32106007983098_2	-0.00260482000019	1984	Herbert, Frank	sf_oclc	Heretics of Dune
mdp.39015019169294_0	1.24373093084	1970	Leiber, Fritz	sf_oclc	The swords of Lankhmar.
mdp.39015028025628_2	0.137763854857	1979	Melez͡h, Ivan Paŭlavich	random	People of the marsh / | $c: Ivan Melezh ; [translated by Natalie Ward ; ill. by Georgy Poplavsky].
pst.000026021102_1	0.31407638403	1984	Benford, Gregory	sf_oclc	Across the sea of suns
inu.39000005814327	0.0486560857449	1976	nan	random	Kanien'kéha' Okara'shón:'a = | Mohawk stories / | $c: Josephine Horne ... [et al.]. ; Rita Phillips, illustrator ; Marianne Williams, editor.
inu.39000003644007_0	0.055196085352	1975	McCaffrey, Anne	sf_oclc	To ride Pegasus
uc1.b3536480_0	0.0703282207852	1973	Wollheim, Donald A	sf_oclc	World's best science fiction, 1973
mdp.39015053575299_0	0.185652417416	1965	Simenon, Georges	random	The little saint. | $c: Translated from the French by Bernard Frechtman.
mdp.39015054075612_1	-0.207420586227	1979	Clarke, Arthur C. (Arthur Charles)	sf_oclc	The fountains of Paradise
mdp.39015066047898_0	0.0814019496561	1977	Nin, Anaïs	random	Delta of Venus : | erotica / | $c: by Anaïs Nin.
uc1.b3347083_2	0.163537704562	1966	Kenyon, F. W. (Frank Wilson)	random	The absorbing fire; | the Byron legend, | $c: by F.W. Kenyon.
pst.000005702893_1	-0.114711080435	1972	Underwood, J. Cabaniss	random	Gilbert : | or, Then and now. / | $c: A thrilling story of the life and achievements of a Virginia Negro, by J. Cabaniss Underwood.
mdp.39015031589800_0	0.932723944744	1987	Lackey, Mercedes	sf_oclc	Arrows of the queen
uc1.32106007713453_0	-0.045104400717	1987	Lem, Stanis��aw	sf_oclc	Fiasco
pst.000009082793_2	0.052035326265	1982	nan	sf_loc	The deadly sins and cardinal virtues of science fiction
mdp.39015056459400_1	0.294303097411	1984	nan	sf_loc	Kindred spirits : | an anthology of gay and lesbian science fiction stories
uc1.b4463812_0	-0.609696418611	1973	Maloff, Saul	random	Heartland; | a novel.
uc1.32106007417642_1	-0.400605587416	1986	Pickard, Nancy	random	No body : | a Jenny Cain mystery / | $c: Nancy Pickard.
mdp.39015066070890_0	-0.909600871891	1972	Christie, Agatha	random	Elephants can remember | $c: [by] Agatha Christie.
uc1.b4386163_1	-0.0574353284721	1988	Steele, Max	random	The hat of my mother : | stories / | $c: by Max Steele.
uc1.b4386163_0	0.163659349226	1988	Steele, Max	random	The hat of my mother : | stories / | $c: by Max Steele.
osu.32435053306007_0	-0.494585414338	1963	Brown, Rosel George	sf_loc	A handful of time
