docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title
uc1.32106019397071_1,uc1.32106019397071,36557,sf_loc,,,Vancouver|Arsenal Pulp Press|c2006,2006,2006,,Short stories|Science fiction|Gays' writings|Fiction|Homosexuality|21st century|Literary collections,Short stories,The future is queer
mdp.39015049615100_0,mdp.39015049615100,53686,sf_loc,,,"Portland, Ore.|Bizarro Books|c2006.",2006,2006,,"20th century|Short stories, American|21st century|Surrealism (Literature)|Horror tales, American|Underground press publications|Science fiction, American|American fiction|Fantasy fiction, American",Short stories|ContainsBiogMaterial,The bizarro starter kit : | an introduction to the Bizarro genre.
mdp.39015049615100_1,mdp.39015049615100,54932,sf_loc,,,"Portland, Ore.|Bizarro Books|c2006.",2006,2006,,"20th century|Short stories, American|21st century|Surrealism (Literature)|Horror tales, American|Underground press publications|Science fiction, American|American fiction|Fantasy fiction, American",Short stories|ContainsBiogMaterial,The bizarro starter kit : | an introduction to the Bizarro genre.
mdp.39015049615100_2,mdp.39015049615100,50737,sf_loc,,,"Portland, Ore.|Bizarro Books|c2006.",2006,2006,,"20th century|Short stories, American|21st century|Surrealism (Literature)|Horror tales, American|Underground press publications|Science fiction, American|American fiction|Fantasy fiction, American",Short stories|ContainsBiogMaterial,The bizarro starter kit : | an introduction to the Bizarro genre.
mdp.39015081739032_0,mdp.39015081739032,80084,fantasy_loc|sf_loc,,,"New York|Ibooks|Berkeley, CA|Distributed by Publishers Group West|2006",2006,2006,,"Fiction|Fantasy fiction, American|Science fiction, American|Anthropomorphism",Bibliographies|Short stories,Furry : | the best anthropomorphic fiction ever
mdp.39015081739032_1,mdp.39015081739032,84368,fantasy_loc|sf_loc,,,"New York|Ibooks|Berkeley, CA|Distributed by Publishers Group West|2006",2006,2006,,"Fiction|Fantasy fiction, American|Science fiction, American|Anthropomorphism",Bibliographies|Short stories,Furry : | the best anthropomorphic fiction ever
mdp.39015081739032_2,mdp.39015081739032,82833,fantasy_loc|sf_loc,,,"New York|Ibooks|Berkeley, CA|Distributed by Publishers Group West|2006",2006,2006,,"Fiction|Fantasy fiction, American|Science fiction, American|Anthropomorphism",Bibliographies|Short stories,Furry : | the best anthropomorphic fiction ever
mdp.39015064900908_0,mdp.39015064900908,57975,sf_loc,,,"Baltimore, Md.|Cemetery Dance|2006.",2006,2006,,Fantasy|Horror tales|Science fiction,Fiction,Poe's lighthouse : | all new collaborations with Edgar Allan Poe
mdp.39015064900908_1,mdp.39015064900908,58658,sf_loc,,,"Baltimore, Md.|Cemetery Dance|2006.",2006,2006,,Fantasy|Horror tales|Science fiction,Fiction,Poe's lighthouse : | all new collaborations with Edgar Allan Poe
mdp.39015064885208_0,mdp.39015064885208,60670,fantasy_oclc,"Robson, Justina.",,New York|Bantam Books|2006.,2006,2006,,Fiction|Gods|Love stories,Novel|Love stories|Science fiction,Living next door to the god of love
mdp.39015064885208_1,mdp.39015064885208,63795,fantasy_oclc,"Robson, Justina.",,New York|Bantam Books|2006.,2006,2006,,Fiction|Gods|Love stories,Novel|Love stories|Science fiction,Living next door to the god of love
mdp.39015064885208_2,mdp.39015064885208,61796,fantasy_oclc,"Robson, Justina.",,New York|Bantam Books|2006.,2006,2006,,Fiction|Gods|Love stories,Novel|Love stories|Science fiction,Living next door to the god of love
mdp.39015049614988,mdp.39015049614988,27854,fantasy_oclc,"Donihe, Kevin L.",,"Portland, OR|Eraserhead Press|c2006.",2006,2006,,Fiction|Demonology|Minimum wage|Rape|Murder|Devil|Cities and towns,Novel,Grape City
mdp.39015063319969_0,mdp.39015063319969,67309,fantasy_oclc,"Tuttle, Lisa,",1952-,New York|Bantam Books|2006.,2006,2006,,,Novel,The silver bough
mdp.39015063319969_1,mdp.39015063319969,62486,fantasy_oclc,"Tuttle, Lisa,",1952-,New York|Bantam Books|2006.,2006,2006,,,Novel,The silver bough
pst.000057995953_0,pst.000057995953,54177,fantasy_loc,"Roberts, Nora.",,New York|Silhouette Books|c2006.,2006,2006,,"Brothers and sisters|Fiction|Love stories, American|Fantasy fiction, American|Time travel",Fiction,Time and again
pst.000057995953_1,pst.000057995953,52082,fantasy_loc,"Roberts, Nora.",,New York|Silhouette Books|c2006.,2006,2006,,"Brothers and sisters|Fiction|Love stories, American|Fantasy fiction, American|Time travel",Fiction,Time and again
pst.000057995953_2,pst.000057995953,53470,fantasy_loc,"Roberts, Nora.",,New York|Silhouette Books|c2006.,2006,2006,,"Brothers and sisters|Fiction|Love stories, American|Fantasy fiction, American|Time travel",Fiction,Time and again
mdp.39015073904594,mdp.39015073904594,21703,fantasy_oclc,"Donihe, Kevin L.",,"Portland, OR|Eraserhead Press|2006.",2006,2006,,Fiction|Agape|Cyclists|Bicycle racing|Ebola virus disease|Insects,Novel,The greatest fucking moment in sports
mdp.39015073911961_0,mdp.39015073911961,53083,fantasy_loc,"Clegg, Douglas,",1958-,New York|Alyson|2006.,2006,2006,,Fiction|Arthurian romances|Gay men|Illegitimate children of royalty|Adaptations|Mordred (Legendary character)|Fantasy,Novel|Historical fiction|Fantasy fiction,"Mordred, bastard son"
mdp.39015073911961_1,mdp.39015073911961,53303,fantasy_loc,"Clegg, Douglas,",1958-,New York|Alyson|2006.,2006,2006,,Fiction|Arthurian romances|Gay men|Illegitimate children of royalty|Adaptations|Mordred (Legendary character)|Fantasy,Novel|Historical fiction|Fantasy fiction,"Mordred, bastard son"
mdp.39015067674435_0,mdp.39015067674435,52543,fantasy_loc,,,"Holicong, PA|Prime Books|2006.",2006,2006,,Horror tales|Fantasy fiction|Collections,NotFiction|Horror fiction,Best new fantasy
mdp.39015067674435_1,mdp.39015067674435,50396,fantasy_loc,,,"Holicong, PA|Prime Books|2006.",2006,2006,,Horror tales|Fantasy fiction|Collections,NotFiction|Horror fiction,Best new fantasy
mdp.39015066779920,mdp.39015066779920,6542,fantasy_loc,"Garcia, Camille Rose,",1970-,"Seattle, Wash.|Fantagraphics|2006.",2006,2006,,"Underground comic books, strips, etc|Magic|Fantasy comic books, strips, etc|Animals|Islands|Comic books, strips, etc|Bottles|United States",UnknownGenre,The magic bottle
pst.000061572584_0,pst.000061572584,47869,fantasy_oclc,"Roberts, Nora.",,New York|Jove Books|2006.,2006,2006,,Vampires|Wizards|Fiction|Time travel|Witches,Fiction|Fantasy fiction,Morrigan's cross
pst.000061572584_1,pst.000061572584,49528,fantasy_oclc,"Roberts, Nora.",,New York|Jove Books|2006.,2006,2006,,Vampires|Wizards|Fiction|Time travel|Witches,Fiction|Fantasy fiction,Morrigan's cross
pst.000061572584_2,pst.000061572584,46413,fantasy_oclc,"Roberts, Nora.",,New York|Jove Books|2006.,2006,2006,,Vampires|Wizards|Fiction|Time travel|Witches,Fiction|Fantasy fiction,Morrigan's cross
mdp.39015069971193_0,mdp.39015069971193,59764,fantasy_loc,"Connolly, John,",1968-,New York|Atria Books|c2006.,2006,2006,,Fairy tales|Fiction|Death|Adaptations|Mothers|Fantasy fiction,Novel,The book of lost things
mdp.39015069971193_1,mdp.39015069971193,60389,fantasy_loc,"Connolly, John,",1968-,New York|Atria Books|c2006.,2006,2006,,Fairy tales|Fiction|Death|Adaptations|Mothers|Fantasy fiction,Novel,The book of lost things
pst.000060768315_0,pst.000060768315,54631,fantasy_oclc,"D'Lacey, Chris.",,New York|Orchard Books|2006,2006,2006,D623firs 2006,Bears|Boardinghouses|Dragons|Supernatural|Fiction|Authorship,Novel,Fire star
pst.000060768315_1,pst.000060768315,51978,fantasy_oclc,"D'Lacey, Chris.",,New York|Orchard Books|2006,2006,2006,D623firs 2006,Bears|Boardinghouses|Dragons|Supernatural|Fiction|Authorship,Novel,Fire star
mdp.49015003166726_0,mdp.49015003166726,97012,fantasy_loc,"Farmer, Philip Jos̩.",,"Burton, Mich.|Subterranean Press|2006.",2006,1967,,"Fantasy|Short stories|Science fiction, American",Fiction|Science fiction,The best of Philip Jos̩ Farmer
mdp.49015003166726_1,mdp.49015003166726,91515,fantasy_loc,"Farmer, Philip Jos̩.",,"Burton, Mich.|Subterranean Press|2006.",2006,1967,,"Fantasy|Short stories|Science fiction, American",Fiction|Science fiction,The best of Philip Jos̩ Farmer
mdp.49015003166726_2,mdp.49015003166726,93435,fantasy_loc,"Farmer, Philip Jos̩.",,"Burton, Mich.|Subterranean Press|2006.",2006,1967,,"Fantasy|Short stories|Science fiction, American",Fiction|Science fiction,The best of Philip Jos̩ Farmer
mdp.39015070756146_0,mdp.39015070756146,36797,sf_loc,"Aldiss, Brian Wilson,",1925-,London|Duckworth|2007.,2007,2007,,Imprisonment|Fiction|Religious aspects|Authorship|Torture|Islam|Science fiction,Novel|Science fiction,Harm
mdp.39015070756146_1,mdp.39015070756146,35693,sf_loc,"Aldiss, Brian Wilson,",1925-,London|Duckworth|2007.,2007,2007,,Imprisonment|Fiction|Religious aspects|Authorship|Torture|Islam|Science fiction,Novel|Science fiction,Harm
mdp.39015069234717_0,mdp.39015069234717,91126,sf_loc,"Dick, Philip K.",,New York|Library of America|2007.,2007,1965,,"Science fiction, American",Fiction,Four novels of the 1960s
mdp.39015069234717_1,mdp.39015069234717,93294,sf_loc,"Dick, Philip K.",,New York|Library of America|2007.,2007,1965,,"Science fiction, American",Fiction,Four novels of the 1960s
mdp.39015069234717_2,mdp.39015069234717,90970,sf_loc,"Dick, Philip K.",,New York|Library of America|2007.,2007,1965,,"Science fiction, American",Fiction,Four novels of the 1960s
mdp.39015069234717_3,mdp.39015069234717,92124,sf_loc,"Dick, Philip K.",,New York|Library of America|2007.,2007,1965,,"Science fiction, American",Fiction,Four novels of the 1960s
mdp.39015070756401,mdp.39015070756401,47342,sf_loc,"Bradbury, Ray,",1920-,New York|Morrow|c2007,2007,2007,,"Fantasy fiction, American|Science fiction, American",Fiction,Now and forever : | Somewhere a band is playing and Leviathan 99
mdp.39015066843502_0,mdp.39015066843502,48513,sf_oclc,"Robb, J. D.,",1950-,New York|G.P. Putnam's Sons|c2007.,2007,2007,,"Fiction|New York|Teachers|New York (State)|Police|Dallas, Eve (Fictitious character)",Fiction|Mystery fiction,Innocent in death
mdp.39015066843502_1,mdp.39015066843502,49292,sf_oclc,"Robb, J. D.,",1950-,New York|G.P. Putnam's Sons|c2007.,2007,2007,,"Fiction|New York|Teachers|New York (State)|Police|Dallas, Eve (Fictitious character)",Fiction|Mystery fiction,Innocent in death
mdp.39015066843502_2,mdp.39015066843502,47919,sf_oclc,"Robb, J. D.,",1950-,New York|G.P. Putnam's Sons|c2007.,2007,2007,,"Fiction|New York|Teachers|New York (State)|Police|Dallas, Eve (Fictitious character)",Fiction|Mystery fiction,Innocent in death
mdp.39015081738737,mdp.39015081738737,28507,fantasy_loc,"Kiernan, Caitl�n R.",,"Burton, Mich.|Subterranean Press|c2007.",2007,2007,,"Fantasy fiction, American|Erotic stories, American",Short stories,Tales from the Woeful Platypus
mdp.39015074300099_0,mdp.39015074300099,52029,fantasy_loc,"Moning, Karen Marie.",,New York|Delacorte Press|c2007.,2007,2007,,Fiction|Magic|Magicians|Fairies|sears|Americans|Ireland|Fantasy fiction,Fiction|Fantasy fiction,Bloodfever
mdp.39015074300099_1,mdp.39015074300099,55581,fantasy_loc,"Moning, Karen Marie.",,New York|Delacorte Press|c2007.,2007,2007,,Fiction|Magic|Magicians|Fairies|sears|Americans|Ireland|Fantasy fiction,Fiction|Fantasy fiction,Bloodfever
mdp.39015073817440_0,mdp.39015073817440,36937,fantasy_loc,"Lawson, John Edward.",,"Hyattsville, Md.|Raw Dog Screaming|2007.",2007,2007,,"Fiction|Fantasy fiction, American|Families",Short stories,Discouraging at best
mdp.39015073817440_1,mdp.39015073817440,37914,fantasy_loc,"Lawson, John Edward.",,"Hyattsville, Md.|Raw Dog Screaming|2007.",2007,2007,,"Fiction|Fantasy fiction, American|Families",Short stories,Discouraging at best
mdp.39015069302423_0,mdp.39015069302423,51758,fantasy_oclc,"Farmer, Philip Jos̩.",,"Woodstock, NY|Overlook Press|2007.",2007,1981,,,Fiction,The unreasoning mask
mdp.39015069302423_1,mdp.39015069302423,54888,fantasy_oclc,"Farmer, Philip Jos̩.",,"Woodstock, NY|Overlook Press|2007.",2007,1981,,,Fiction,The unreasoning mask
mdp.39015082722771_0,mdp.39015082722771,38955,fantasy_loc|sf_loc,"What, Leslie.",,"La Grande, OR|Wordcraft of Oregon|2008.",2008,2008,,"Fantasy fiction, American|Science fiction, American",Fiction,Crazy love : | stories
mdp.39015082722771_1,mdp.39015082722771,35412,fantasy_loc|sf_loc,"What, Leslie.",,"La Grande, OR|Wordcraft of Oregon|2008.",2008,2008,,"Fantasy fiction, American|Science fiction, American",Fiction,Crazy love : | stories
mdp.39015084105009_0,mdp.39015084105009,49745,sf_loc,,,Nottingham|Solaris|2008.,2008,2008,,"Science fiction, American",Fiction,Sideways in crime : | an alternate mystery anthology
mdp.39015084105009_1,mdp.39015084105009,51091,sf_loc,,,Nottingham|Solaris|2008.,2008,2008,,"Science fiction, American",Fiction,Sideways in crime : | an alternate mystery anthology
mdp.39015084105009_2,mdp.39015084105009,50375,sf_loc,,,Nottingham|Solaris|2008.,2008,2008,,"Science fiction, American",Fiction,Sideways in crime : | an alternate mystery anthology
mdp.39015076164287_0,mdp.39015076164287,54673,fantasy_loc,,,New York|Del Rey/Ballantine Books|c2008.,2008,1941,,"Lewis, C. S|Sources|Fantasy fiction, English|(Clive Staples)|1898-1963",NotFiction|Bibliographies,Tales before Narnia : | the roots of modern fantasy and science fiction
mdp.39015076164287_1,mdp.39015076164287,54719,fantasy_loc,,,New York|Del Rey/Ballantine Books|c2008.,2008,1941,,"Lewis, C. S|Sources|Fantasy fiction, English|(Clive Staples)|1898-1963",NotFiction|Bibliographies,Tales before Narnia : | the roots of modern fantasy and science fiction
mdp.39015076164287_2,mdp.39015076164287,51497,fantasy_loc,,,New York|Del Rey/Ballantine Books|c2008.,2008,1941,,"Lewis, C. S|Sources|Fantasy fiction, English|(Clive Staples)|1898-1963",NotFiction|Bibliographies,Tales before Narnia : | the roots of modern fantasy and science fiction
mdp.39015077606070_0,mdp.39015077606070,56815,fantasy_oclc,,,San Francisco|Tachyon Publications|2008.,2008,2008,,Horror tales|Science fiction,Bibliographies|Short stories|Fantasy fiction|Horror fiction,The new weird
mdp.39015077606070_1,mdp.39015077606070,57874,fantasy_oclc,,,San Francisco|Tachyon Publications|2008.,2008,2008,,Horror tales|Science fiction,Bibliographies|Short stories|Fantasy fiction|Horror fiction,The new weird
mdp.39015077606070_2,mdp.39015077606070,51875,fantasy_oclc,,,San Francisco|Tachyon Publications|2008.,2008,2008,,Horror tales|Science fiction,Bibliographies|Short stories|Fantasy fiction|Horror fiction,The new weird
mdp.39015084104812_0,mdp.39015084104812,46233,sf_loc,"Stross, Charles.",,London|Orbit|2009.,2009,2009,,"Science fiction, English",Fiction,Wireless
mdp.39015084104812_1,mdp.39015084104812,48721,sf_loc,"Stross, Charles.",,London|Orbit|2009.,2009,2009,,"Science fiction, English",Fiction,Wireless
mdp.39015084104812_2,mdp.39015084104812,47359,sf_loc,"Stross, Charles.",,London|Orbit|2009.,2009,2009,,"Science fiction, English",Fiction,Wireless
mdp.39015080818050_0,mdp.39015080818050,61275,sf_loc,"Di Filippo, Paul,",1954-,"Hornsea, England|PS Pub.|2009.",2009,2009,,"Science fiction, American",Fiction|Short stories|Science fiction,Harsh oases
mdp.39015080818050_1,mdp.39015080818050,59174,sf_loc,"Di Filippo, Paul,",1954-,"Hornsea, England|PS Pub.|2009.",2009,2009,,"Science fiction, American",Fiction|Short stories|Science fiction,Harsh oases
mdp.39015080836201_0,mdp.39015080836201,69108,sf_loc,"Reynolds, Alastair,",1966-,London|Gollancz|2009.,2009,2009,,"Science fiction, English",Short stories,Zima blue and other stories
mdp.39015080836201_1,mdp.39015080836201,70455,sf_loc,"Reynolds, Alastair,",1966-,London|Gollancz|2009.,2009,2009,,"Science fiction, English",Short stories,Zima blue and other stories
mdp.39015080836201_2,mdp.39015080836201,68333,sf_loc,"Reynolds, Alastair,",1966-,London|Gollancz|2009.,2009,2009,,"Science fiction, English",Short stories,Zima blue and other stories
mdp.39015080843892_0,mdp.39015080843892,59294,sf_loc,,,Nottingham|Solaris|2009.,2009,2009,,"Science fiction, American|Science fiction, English",Short stories,The Solaris book of new science fiction. | $c: edited by George Mann. | $n: Vol. 3 /
mdp.39015080843892_1,mdp.39015080843892,60941,sf_loc,,,Nottingham|Solaris|2009.,2009,2009,,"Science fiction, American|Science fiction, English",Short stories,The Solaris book of new science fiction. | $c: edited by George Mann. | $n: Vol. 3 /
mdp.39015079150150_0,mdp.39015079150150,54893,fantasy_loc,,,"Nottingham, UK|Solaris|2009.",2009,2009,,Horror tales|Fantasy fiction,NotFiction|Short stories,"POE : | 19 new tales of suspense, dark fantasy, and horror inspired by Edgar Allan Poe"
mdp.39015079150150_1,mdp.39015079150150,56801,fantasy_loc,,,"Nottingham, UK|Solaris|2009.",2009,2009,,Horror tales|Fantasy fiction,NotFiction|Short stories,"POE : | 19 new tales of suspense, dark fantasy, and horror inspired by Edgar Allan Poe"
mdp.39015079150150_2,mdp.39015079150150,58234,fantasy_loc,,,"Nottingham, UK|Solaris|2009.",2009,2009,,Horror tales|Fantasy fiction,NotFiction|Short stories,"POE : | 19 new tales of suspense, dark fantasy, and horror inspired by Edgar Allan Poe"
mdp.39015035777831_0,mdp.39015035777831,66811,supernat|sf_bailey,"Dacre, Charlotte,",b. 1782.,London|The Fortune Press|1928,1928,1806,,,Fiction,"Zofloya; or, The moor, | $c: by Charlotte Dacre (better known as Rosa Matilda) with an introduction by the Rev. Montague Summers."
mdp.39015035777831_1,mdp.39015035777831,64585,supernat|sf_bailey,"Dacre, Charlotte,",b. 1782.,London|The Fortune Press|1928,1928,1806,,,Fiction,"Zofloya; or, The moor, | $c: by Charlotte Dacre (better known as Rosa Matilda) with an introduction by the Rev. Montague Summers."
uc1.31158001441749_0,uc1.31158001441749,33430,supernat,"Maturin, Charles Robert,",,"Edinburgh;A. Constable and Company; [etc., etc.;1821.",1821,1821,v.0001,,,Melmoth the wanderer: a tale
uc1.31158001441749_1,uc1.31158001441749,35286,supernat,"Maturin, Charles Robert,",,"Edinburgh;A. Constable and Company; [etc., etc.;1821.",1821,1821,v.0001,,,Melmoth the wanderer: a tale
njp.32101072759879_0,njp.32101072759879,67035,supernat,"Scott, Walter,",,Edinburgh;A. and C. Black;1868.,1868,1825,,,,The talisman
njp.32101072759879_1,njp.32101072759879,71270,supernat,"Scott, Walter,",,Edinburgh;A. and C. Black;1868.,1868,1825,,,,The talisman
njp.32101072759879_2,njp.32101072759879,56180,supernat,"Scott, Walter,",,Edinburgh;A. and C. Black;1868.,1868,1825,,,,The talisman
uc1.31822038205001_0,uc1.31822038205001,41326,supernat|sf_bailey,"Poe, Edgar Allan,",,London;Wiley and Putnam;1838,1838,1838,,,,"The narrative of Arthur Gordon Pym [pseud.] of Nantucket, North America"
uc1.31822038205001_1,uc1.31822038205001,39876,supernat|sf_bailey,"Poe, Edgar Allan,",,London;Wiley and Putnam;1838,1838,1838,,,,"The narrative of Arthur Gordon Pym [pseud.] of Nantucket, North America"
uc2.ark+=13960=t2w37sx92_0,uc2.ark+=13960=t2w37sx92,52455,supernat|sf_bailey,"Du Maurier, George,",,"London;J.R. Osgood, McIlvaine;1846.",1846,1846,,,,Peter Ibbetson
uc2.ark+=13960=t2w37sx92_1,uc2.ark+=13960=t2w37sx92,55254,supernat|sf_bailey,"Du Maurier, George,",,"London;J.R. Osgood, McIlvaine;1846.",1846,1846,,,,Peter Ibbetson
mdp.39015011608810,mdp.39015011608810,27492,supernat,"Eliot, George,",1819-1880.,"New York, N.Y.|Penguin Books--Virago Press|1985.",1985,1859,,,Fiction,The lifted veil / | $c: George Eliot ; with a new afterword by Beryl Gray.
nyp.33433004008656_0,nyp.33433004008656,29258,supernat,"Phelps, E. Stuart",,"Boston;Fields, Osgood, & Co.;1869.",1869,1868,,,,The gates ajar
nyp.33433004008656_1,nyp.33433004008656,30925,supernat,"Phelps, E. Stuart",,"Boston;Fields, Osgood, & Co.;1869.",1869,1868,,,,The gates ajar
uc1.b3579080_0,uc1.b3579080,58963,supernat|sf_bailey,"Howells, William Dean,",,"Boston;Houghton, Mifflin and company;1880.",1880,1880,c.2,,,The undiscovered country
uc1.b3579080_1,uc1.b3579080,68404,supernat|sf_bailey,"Howells, William Dean,",,"Boston;Houghton, Mifflin and company;1880.",1880,1880,c.2,,,The undiscovered country
mdp.49015000790080,mdp.49015000790080,55422,supernat|sf_bailey,"Oliphant, (Margaret), Mrs.",1828-1897.,"Westport, Conn.|Greenwood Press|1970",1970,1880,,,Fiction,"A beleaguered city; | being a narrative of certain recent events in the city of Semur, in the Department of the Haute Bourgogne, a story of the seen and the unseen, | $c: by Mrs. Oliphant."
mdp.39015019144156_0,mdp.39015019144156,46012,supernat|sf_bailey,"Twain, Mark,",,New York;London;Harper and brothers;c1889,1889,1889,,,,A Connecticut Yankee in King Arthur's court
mdp.39015019144156_1,mdp.39015019144156,47251,supernat|sf_bailey,"Twain, Mark,",,New York;London;Harper and brothers;c1889,1889,1889,,,,A Connecticut Yankee in King Arthur's court
mdp.39015019144156_2,mdp.39015019144156,45347,supernat|sf_bailey,"Twain, Mark,",,New York;London;Harper and brothers;c1889,1889,1889,,,,A Connecticut Yankee in King Arthur's court
uc1.$b808697_0,uc1.$b808697,48569,supernat,"Wilde, Oscar,",,"London;New York;Ward, Lock;1891",1891,1890,,,,The picture of Dorian Gray
uc1.$b808697_1,uc1.$b808697,47635,supernat,"Wilde, Oscar,",,"London;New York;Ward, Lock;1891",1891,1890,,,,The picture of Dorian Gray
mdp.39015021071926_0,mdp.39015021071926,53533,supernat,"Crawford, F. Marion",,London;New York;Macmillan and co.;1891.,1891,1890,,,,The witch of Prague
mdp.39015021071926_1,mdp.39015021071926,54409,supernat,"Crawford, F. Marion",,London;New York;Macmillan and co.;1891.,1891,1890,,,,The witch of Prague
mdp.39015021071926_2,mdp.39015021071926,52953,supernat,"Crawford, F. Marion",,London;New York;Macmillan and co.;1891.,1891,1890,,,,The witch of Prague
njp.32101067644268,njp.32101067644268,36123,supernat,"Field, Eugene,",,Cambridge;Chicago;Stone and Kimball;1893.,1893,1893,,,,"The holy cross, and other tales"
nyp.33433074800883,nyp.33433074800883,36043,supernat,"Bangs, John Kendrick,",,New York;Harper & brothers;1896.,1896,1896,,,,A house-boat on the Styx;
inu.30000117260608_0,inu.30000117260608,61957,supernat,"Stoker, Bram,",1847-1912.,"Norwalk, Conn.|Easton Press|c1965.",1965,1897,,,Fiction,Dracula / | $c: by Bram Stoker ; with an introduction by Anthony Boucher ; illustrated with wood engravings by Felix Hoffman.
inu.30000117260608_1,inu.30000117260608,66287,supernat,"Stoker, Bram,",1847-1912.,"Norwalk, Conn.|Easton Press|c1965.",1965,1897,,,Fiction,Dracula / | $c: by Bram Stoker ; with an introduction by Anthony Boucher ; illustrated with wood engravings by Felix Hoffman.
inu.30000117260608_2,inu.30000117260608,66463,supernat,"Stoker, Bram,",1847-1912.,"Norwalk, Conn.|Easton Press|c1965.",1965,1897,,,Fiction,Dracula / | $c: by Bram Stoker ; with an introduction by Anthony Boucher ; illustrated with wood engravings by Felix Hoffman.
mdp.39015008910344_0,mdp.39015008910344,29754,supernat,"(Herbert George), Wells, H. G.",1866-1946.,"London|Macmillan and co., limited|1924.",1924,1897,,,UnknownGenre,"The invisible man. | a grotesque romance, | $c: by H. G. Wells ..."
mdp.39015008910344_1,mdp.39015008910344,30219,supernat,"(Herbert George), Wells, H. G.",1866-1946.,"London|Macmillan and co., limited|1924.",1924,1897,,,UnknownGenre,"The invisible man. | a grotesque romance, | $c: by H. G. Wells ..."
mdp.39015002311325_0,mdp.39015002311325,41097,supernat,"James, Henry,",1843-1916.,New York|The Modern library|1930,1930,1898,,,Fiction,"The turn of the screw, | The lesson of the master, | $c: by Henry James, introduction by Heywood Broun."
mdp.39015002311325_1,mdp.39015002311325,42138,supernat,"James, Henry,",1843-1916.,New York|The Modern library|1930,1930,1898,,,Fiction,"The turn of the screw, | The lesson of the master, | $c: by Henry James, introduction by Heywood Broun."
mdp.39015030856978,mdp.39015030856978,35238,supernat,"Bangs, John Kendrick,",,New York;London;Harper & brothers;1899.,1899,1899,,,,The enchanted typewriter
njp.32101067633923_0,njp.32101067633923,71060,supernat,"Haggard, H. Rider",,London;Ward Locke & Co.;1905.,1905,1905,,,,Ayesha
njp.32101067633923_1,njp.32101067633923,65424,supernat,"Haggard, H. Rider",,London;Ward Locke & Co.;1905.,1905,1905,,,,Ayesha
uva.x004887684_0,uva.x004887684,45596,supernat,"Rohmer, Sax,",,"New York;McBride, Nast & Co.;1913.",1913,1913,,"Fiction;Fu Manchu, Doctor (Fictitious character)",,The insidious Dr. Fu-Manchu
uva.x004887684_1,uva.x004887684,44890,supernat,"Rohmer, Sax,",,"New York;McBride, Nast & Co.;1913.",1913,1913,,"Fiction;Fu Manchu, Doctor (Fictitious character)",,The insidious Dr. Fu-Manchu
uc1.b3552946,uc1.b3552946,27103,supernat,"Dunsany, Edward John Moreton Drax Plunkett,",,Boston;J. W. Luce and company;1913,1913,1913,,,,The book of wonder
nyp.33433070255546_0,nyp.33433070255546,31392,supernat,"Barker, Elsa,",,New York;Mitchell Kennerley;1914.,1914,1914,,Spiritualism,,Letters from a living dead man
nyp.33433070255546_1,nyp.33433070255546,31231,supernat,"Barker, Elsa,",,New York;Mitchell Kennerley;1914.,1914,1914,,Spiritualism,,Letters from a living dead man
uc2.ark+=13960=t9h41vd2c_0,uc2.ark+=13960=t9h41vd2c,38970,supernat,"Blackwood, Algernon,",,London;Eveleigh Nash;1915.,1915,1915,,,,The empty house
uc2.ark+=13960=t9h41vd2c_1,uc2.ark+=13960=t9h41vd2c,38751,supernat,"Blackwood, Algernon,",,London;Eveleigh Nash;1915.,1915,1915,,,,The empty house
uc2.ark+=13960=t14m9511x_0,uc2.ark+=13960=t14m9511x,55631,supernat,"Scherr, Marie",,New York;George H. Doran Company;c1915,1915,1915,,,,The immortal gymnasts
uc2.ark+=13960=t14m9511x_1,uc2.ark+=13960=t14m9511x,53260,supernat,"Scherr, Marie",,New York;George H. Doran Company;c1915,1915,1915,,,,The immortal gymnasts
uc2.ark+=13960=t2g73850s,uc2.ark+=13960=t2g73850s,25136,supernat,"Burnett, Frances Hodgson,",,New York;London;Harper & brothers;1917,1917,1917,,,,The white people
mdp.39015005690451_0,mdp.39015005690451,55287,supernat,"Blackwood, Algernon,",1869-1951.,"Secaucus, N. J.|Castle Books, Inc., distributed to the trade by Book Sales, Inc.|1974",1974,1921,,,UnknownGenre,Tales of the mysterious and macabre.
mdp.39015005690451_1,mdp.39015005690451,54210,supernat,"Blackwood, Algernon,",1869-1951.,"Secaucus, N. J.|Castle Books, Inc., distributed to the trade by Book Sales, Inc.|1974",1974,1921,,,UnknownGenre,Tales of the mysterious and macabre.
mdp.39015005690451_2,mdp.39015005690451,55034,supernat,"Blackwood, Algernon,",1869-1951.,"Secaucus, N. J.|Castle Books, Inc., distributed to the trade by Book Sales, Inc.|1974",1974,1921,,,UnknownGenre,Tales of the mysterious and macabre.
nyp.33433076046147,nyp.33433076046147,45789,supernat,"Mitchell, John Ames,",,New York;C. Scribner's Sons;1898.,1898,1898,,,,Amos Judd
inu.32000000646093_0,inu.32000000646093,67644,supernat,"Sue, Eugène,",,London;Chapman and Hall;1844-1845.,1844,1844,v.1-2,Wandering Jew;Fiction,,The wandering Jew
inu.32000000646093_1,inu.32000000646093,70482,supernat,"Sue, Eugène,",,London;Chapman and Hall;1844-1845.,1844,1844,v.1-2,Wandering Jew;Fiction,,The wandering Jew
