"docid","recordid","oclc","locnum","tags","author","authordate","imprint","inferreddate","firstpub","place","enumcron","subjects","genres","title"
"mdp.39015019750366",2727,185390,"PZ3.K5193Fo","fantasy_oclc","Key, Alexander,","1904-1979.","Philadelphia|Westminster Press|c1965",1965,1965,"|||",,,"UnknownGenre","The forgotten door."
"mdp.39015010450529",782881,179684,,"sf_oclc","Heinlein, Robert A. (Robert Anson),","1907-1988.","New York|Putnam ; distributed by Berkley Publishing Corp.|1968, c1966.",1966,1966,"nyu",,,"Fiction","The moon is a harsh mistress"
"uc1.b4931266",591439,233732,,"sf_loc","Laumer, Keith,","1925-1993","Garden City, N.Y.|Doubleday|c1966.",1966,1966,"   ",,"Science fiction","NotFiction","Earthblood | $c: by Keith Laumer and Rosel George Brown."
"mdp.39015019966608",4311,301330,,"fantasy_oclc","Farmer, Penelope,","1939-","Harcourt, Brace & World|c1966.",1966,1966,"nyu",,,"UnknownGenre","Emma in winter"
"mdp.39015012178250",123750,935560,,"fantasy_oclc","Zelazny, Roger.",,"New York, N.Y.|Ace Books|c1966.",1966,1966,"nyu",,,"Fiction","This immortal"
"uc1.b3545524",6671966,1378899,"PZ1.P7Pl","fantasy_oclc",,,"Chicago|Playboy Press|1966",1966,1964,"xx ",,"Science fiction","NotFiction","The Playboy book of science fiction and fantasy, | $c: selected by the editors of Playboy."
"uc1.b4099051",6153728,1235701,,"fantasy_oclc","North, Joan",,"New York|Farrar, Straus & Giroux|1966,c1965",1966,1966,"nyu",,,"Fiction","The cloud forest."
"uc1.$b114021",6608144,1374612,"PZ4.W23Sn2","fantasy_oclc","Walter, Elizabeth (Elizabeth Margaret)",,"New York|Stein and Day|1966-c1965",1966,1966,"xx ",,,"NotFiction","Snowfall, and other chilling events."
"mdp.39076006980549",9911356,653379,,"fantasy_oclc","Lawson, John (John Shults)",,"New York|Crowell|1966",1966,1966,"   ",,,"UnknownGenre","You better come home with me, | $c: by John Lawson. Illustrated by Arnold Spilka."
"uc1.b5170808",9845717,2188328,"PZ3.B63573Ch3","fantasy_oclc","Boileau, Pierre,","1906-","London|Barlcer|1966",1966,1966,"enk",,,"NotFiction","Choice cuts | $c: [by] Thomas Boileau [sic] and Pierre Narcejac [sic]; translated from the French by Brian Rawson."
"uc1.$b785374",9519533,8700445,,"sf_oclc","Joseph, M. K.",,"London|Gollancz|1967.",1967,1967,"enk",,,"NotFiction","The hole in the zero:"
"mdp.39015005899052",1424979,2217963,,"sf_oclc","Blish, James.",,"New York|Bantam Books|1967",1967,1967,"nyu",,,"UnknownGenre","Star trek. | Based on the exciting new NBC-TV series created by Gene Roddenberry."
"mdp.39015008724802",1370387,2581579,"PZ1.M482S","sf_loc","Merril, Judith,","1923-1997.","New York|Delacorte Press|1967",1967,1967,"nyu",,"Science fiction","Fiction","SF; the best of the best."
"mdp.39015010321076",439251,1286103,"PZ4.D2565Ps2","sf_oclc|fantasy_oclc","Davies, L. P. (Leslie Purnell)",,"Garden City, N.Y.|Doubleday|1967.",1967,1967,"nyu",,,"NotFiction","Psychogeist | $c: [by] L. P. Davies."
"mdp.39015027551343",1417629,1399269,,"fantasy_oclc","Hunter, Mollie,","1922-","New York|Funk & Wagnalls|1967",1967,1967,"nyu",,,"UnknownGenre","Thomas and the warlock | $c: [by] Mollie Hunter. Illustrated by Joseph Cellini."
"mdp.49015000898420",4472518,7667714,"PZ7.G18417","fantasy_oclc","Garner, Alan,","1934-","New York|Ballantine Books|1981, c1967.",1967,1967,"nyu",,"Fiction","Fiction","The owl service"
"mdp.39015014137973",329895,17426963,,"sf_oclc","Leiber, Fritz,","1910-1992.","London|New English Library|1966, c1950.",1968,1968,"enk",,,"Fiction","Gather, darkness!"
"mdp.39015035323578",1370404,160292,"PZ1.M838Sc","sf_loc","Moskowitz, Sam.",,"Cleveland|World Pub. Co.|1968",1968,1903,"ohu",,"Science fiction","Fiction","Science fiction by gaslight; | a history and anthology of science fiction in the popular magazines, 1891-1911, | $c: edited and with an introd. by Sam Moskowitz. Photography by Christine E. Haycock."
"uc1.b2849235",7360725,28374,"PZ4.K63Oh3PS3561.L257","sf_loc","Tenn, William,","1920-","New York|Walker|1969, c1968",1968,1968,"nyu",,"Science fiction, American","Fiction","Of men and monsters | $c: [by] William Tenn."
"mdp.39015016446950",668672,7146734,,"sf_oclc","Cooper, Edmund,","1926-1982.","New York|Putnam|c1968",1968,1968,"nyu",,,"Fiction","Five to twelve."
"uc1.$b792519",9952925,28396,"PZ4.B412Dak3PR6003.E295","fantasy_oclc","Beeching, Jack.",,"New York|Delacorte Press|1968",1968,1968,"nyu",,,"Fiction","The Dakota Project."
"mdp.39015018601388",359833,192201,"PZ4.B3657Las","fantasy_oclc","Beagle, Peter S.",,"New York|Viking Press|1968",1968,1968,"nyu",,,"Fiction","The last unicorn | $c: [by] Peter S. Beagle."
"pst.000006412210",7042434,7897449,,"fantasy_oclc","Chase, Mary,","1907-1981","New York|Scholastic Book Services|1971, c1968.",1968,1968,"xx ",,,"NotFiction","The wicked, wicked ladies in the haunted house"
"mdp.39015056817474",3851277,12223140,,"fantasy_loc","Cummings, M. A.",,"New York|Caravelle Books|c1968.",1968,1968,"nyu",,"Fantasy fiction, American","Short stories","Exile and other tales of fantasy"
"mdp.39015005122851",1021470,413595,"PZ4.C5559Po","fantasy_oclc","Christopher, John,","1922-2012.","New York|Macmillan|1968",1968,1968,"nyu",,,"Fiction","The pool of fire."
"mdp.39015006565108",1417010,67412081,,"fantasy_oclc","Hunter, Mollie,","1922-","New York|Avon|1968, c1964",1968,1968,"nyu",,,"UnknownGenre","The kelpie's pearls | $c: [by] Mollie Hunter. [Illustrated by Joseph Cellini]"
"uc1.32106002168356",7129534,10297,,"fantasy_oclc","Ellison, Harlan.",,"New York|Trident Press|1968",1968,1968,"nyu",,"Science fiction, American","Fiction","Love ain't nothing but sex misspelled; | twenty-two stories."
"uc1.b2838670",7322177,36185,"PZ3.C592SmPS3505.L646","sf_loc","Clement, Hal,","1922-2003.","Garden City, N.Y.|Doubleday|1969.",1969,1969,"nyu",,"Science fiction, American","Fiction","Small changes"
"mdp.39015052467530",3520987,37684048,,"sf_loc|fantasy_oclc","Le Guin, Ursula K.,","1929-","New York|Walker|c1969.",1969,1969,"nyu",,"Science fiction","Fiction","The left hand of darkness"
"uc1.b3473021",6662078,6017,"PZ1.H247BfPS659","sf_loc","Harrison, Harry,","1925-","New York|Putnam|1969",1969,1969,"nyu",,"Science fiction","Fiction","Best SF: 1968. | $c: Edited by Harry Harrison and Brian W. Aldiss."
"mdp.39015005888147",206087,56278362,,"sf_oclc","Pohl, Frederik.",,"New York|Pocket Books|1977, c1969|(1st Pocket Books printing, December, 1977)",1969,1969,"nyu",,,"Fiction","The Starchild trilogy"
"mdp.39015008199468",660549,34633,"PZ4.A549SatPS3551.N378","sf_oclc","Anderson, Poul,","1926-2001.","Garden City, N.Y.|Doubleday|1969.",1969,1969,"nyu",,,"Fiction","Satan's world."
"mdp.39015029412296",322907,6585225,,"sf_loc",,,"New York, N.Y.|Berkley|1969.",1969,1969,"nyu",,"Science fiction, American","UnknownGenre","The best SF stories from New Worlds,#2."
"mdp.39015030710662",122693,33356,"PZ4.P748Ag3PS3566.O36","sf_oclc","Pohl, Frederik.",,"New York|Ballantine Books|1969|(1st Balantine printing, October, 1969)",1969,1969,"nyu",,,"Fiction","The age of the pussyfoot."
"pst.000032513851",7063422,32378432,,"fantasy_oclc","Du Maurier, Daphne,","1907-1989","Cutchogue, N.Y.|Buccaneer Books|c1969.",1969,1969,"xxu",,,"NotFiction","The house on the strand"
"mdp.39015020709617",539418,1173507,,"fantasy_oclc","Dick, Philip K.",,"New York|Ace Books|c1969",1969,1969,"nyu",,,"Fiction","The preserving machine."
"mdp.39015013397081",1428015,13394,,"fantasy_oclc","Babbitt, Natalie.",,"New York|Farrar, Straus and Giroux|1969",1969,1969,"nyu",,,"UnknownGenre","The search for delicious."
"mdp.39015002755190",1911361,29441,,"fantasy_oclc","Saxton, Mark.",,"Boston|Houghton Mifflin|1969.",1969,1969,"mau",,,"UnknownGenre","The Islar, a narrative of Lang III."
"mdp.39015010544107",1418498,6161534,,"fantasy_oclc|juv","Bond, Michael.",,"New York|Dell Pub. Co.|1969, c1958",1969,1969,"nyu",,,"UnknownGenre","A bear called Paddington. | $c: With drawings by Peggy Fortnum."
"mdp.39015004852391",1417107,67412112,,"fantasy_loc","Nichols, Ruth,","1918-","New York|Harcourt, Brace & World|1969",1969,1969,"nyu",,"Fantasy","UnknownGenre","A walk out of the world. | $c: Illustrated by Trina Schart Hyman."
"mdp.39015005160836",1428120,4897,,"fantasy_oclc","Curry, Jane Louise.",,"New York|Harcourt, Brace & World|1969",1969,1969,"nyu",,,"UnknownGenre","The change-child"
"mdp.39015001430548",1015250,161630,"PZ3.B23965IcPQ2603.A435","sf_oclc","Barjavel, Ren̩,","1911-","London|Hart-Davis|1970.",1970,1970,"enk",,,"Fiction","The ice people; | $c: translated from the French by Charles Lam Markmann."
"mdp.39015019169294",783460,3207087,"PZ3.L5293Sw4PS3523.E4583","sf_oclc","Leiber, Fritz,","1910-1992.","London|Mayflower|1970.",1970,1970,"enk",,,"Fiction","The swords of Lankhmar."
"mdp.39015003897603",735983,2325768,,"sf_loc","Abe, K��b��,","1924-1993.","New York|Knopf|c1970.",1970,1970,"nyu",,"Science fiction","Fiction","Inter ice age 4"
"pst.000018452310",8385713,10090700,,"sf_oclc","Christopher, John,","1922-","New York|Collier Books|1972, c1970.",0,1970,"xx ",1972,,"NotFiction","The guardians"
"mdp.39015019049371",1903216,128545,,"fantasy_loc","Haining, Peter.",,"New York|Taplinger|1970",1970,1970,"nyu",,"Fantasy fiction|Horror tales","UnknownGenre","The wild night company: | Irish stories of fantasy and horror, | $c: edited by Peter Haining; foreword by Ray Bradbury."
"mdp.39015059189590",4930726,91621,"PZ1.D36WarPS374.F27","fantasy_loc",,,"New York|G. P. Putnam|c1970.",1970,1970,"nyu",,"Fantasy fiction, American","Short stories","Warlocks and warriors"
"mdp.39015017688303",333077,66269727,,"fantasy_oclc","Carter, Lin.",,"London|Scripts Publications|1970,c1968.",1970,1970,"enk",,,"NotFiction","Tower at the edge of time"
"mdp.39015031213609",120376,216995,"PR6052.R8W7x 1973","sf_oclc","Brunner, John,","1934-1995.","New York|Daw Books|1973, c1971.",1971,1971,"nyu",,,"Fiction","The wrong end of time"
"pst.000021120350",6813048,7442178,,"sf_oclc","Knight, Damon,","1922-2002","Los Angeles|Pinnacle Books|c1971.",0,1971,"xx ",,,"NotFiction","First contact"
"mdp.39015015390787",1185690,217305,"PZ3.S5884ChPS3537.I54","sf_oclc","Simak, Clifford D.,","1904-1988.","New York|Putnam|1971, c1972",1971,1971,"nyu",,,"Fiction","A choice of gods | $c: [by] Clifford D. Simak. -"
"uc1.32106014299314",1031490,159088,,"fantasy_oclc","Le Guin, Ursula K.,","1929-","New York|Atheneum|1971, t.p. 1980.",1971,1971,"   ",,"Fantastic fiction","NotFiction","The tombs of Atuan | $c: [by] Ursula K. Le Guin. Illustrated by Gail Garraty."
"mdp.39015046445832",1031490,159088,,"fantasy_oclc","Le Guin, Ursula K.,","1929-","New York|Atheneum|1971, t.p. 1980.",1971,1971,"   ",,"Fantastic fiction","NotFiction","The tombs of Atuan | $c: [by] Ursula K. Le Guin. Illustrated by Gail Garraty."
"mdp.39015010738097",287914,10523661,,"fantasy_oclc","Wibberley, Leonard,","1915-1983.","Toronto|New York|Bantam Books|1971, c1962.",1971,1971,"nyu",,,"Fiction","The mouse on the moon"
"mdp.39015019357808",120844,381277,,"fantasy_oclc","Gerrold, David",,"New York|Ballantine|1971.",1971,1971,"nyu",,"Science fiction","NotFiction","The flying sorcerers"
"pst.000012777891",7056980,446208,"PZ4.S4855NiPS3537.E654","sf_oclc|fantasy_loc","Serling, Rod,","1924-1975","Toronto|New York|Bantam Books|1972].",1972,1972,"xxc",,"Fantasy fiction, American","NotFiction","Night gallery 2."
"mdp.39015051364977",584459,277447,"PZ4.B87458LatPS3552.R683","sf_oclc","Brower, Brock,","1931-","New York|Atheneum|1972.",1972,1972,"nyu",,,"Fiction","The late great creature."
"mdp.39015010748443",773944,819576,,"sf_loc","Harrison, Harry,",,"Garden City, N.Y.|Doubleday|1972-",1943,1972,"nyu","v.1","Science fiction, American|Science fiction, English","Fiction","The astounding-analog reader, | $c: edited by Harry Harrison [and] Brian W. Aldiss."
"mdp.39015061857671",4941584,6847064,,"fantasy_loc","Zelazny, Roger.",,"Garden City, N.Y.|Nelson Doubleday|c1972-1978.",1972,1972,"nyu","v.1","Fiction|Amber (Imaginary place)|Fantasy fiction, American","Novel","The chronicles of Amber"
"mdp.39015011288076",124590,17828101,,"fantasy_oclc","Moorcock, Michael,","1939-","New York|Daw|1972.",1972,1972,"nyu",,,"Fiction","Elric of Melnibone./ | $c: Michael Moorcock."
"mdp.39015058074553",1441706,715072,"PS648.S5C37 1977","sf_oclc|fantasy_loc",,,"Garden City, N.Y.|Nelson Doubleday|c1973-",0,1973,"nyu","v.5","Magic|Fiction|Short stories, American|Swordsmen|Fantasy fiction, American","Short stories","Flashing swords!"
"mdp.39015030931383",1464055,622526,"PZ1.E36ChPS648.S3","sf_loc","Effinger, George Alec.",,"Nashville|T. Nelson|1973",1973,1973,"tnu",,"American fiction|20th century|Science fiction, American","Fiction","Chains of the sea; | three original novellas of science fiction, | $c: by Geo. Alec Effinger, Gardner R. Dozois [and] Gordon Eklund. Edited and with an introd. by Robert Silverberg. -"
"uc1.b3536480",10118244,,,"sf_oclc","Wollheim, Donald A.",,"New York|Daw Books|1973",0,1973,"  u",,,"UnknownGenre","World's best science fiction, 1973"
"pst.000005477456",7491078,123244794,"PZ4.W33885Em 3PR6073.A863","sf_oclc","Watson, Ian,","1943-","New York|Scribner|c1973].",1973,1973,"xx ",,,"NotFiction","The embedding."
"mdp.39015062063014",1230279,495122,"PZ3.L5395MePG7158.L39","fantasy_oclc","Lem, Stanis��aw.",,"New York|Seabury Press|1973",1973,1973,"nyu",,,"Fiction","Memoirs found in a bathtub. | $c: Translated by Michael Kandel and Christine Rose."
"mdp.39015011255661",1903284,13939148,,"fantasy_loc","Elwood, Roger,",,"New York|Trident Press|c1973",1973,1973,"nyu",,"Horror tales, American|Fantasy fiction, American","UnknownGenre","The berserkers."
"mdp.39015063174026",5212569,1342963,,"fantasy_oclc","Anthony, Piers.",,"New York|Berkley Pub. Corp.|1973.",1973,1973,"nyu",,"Human-alien encounters|Fiction|Dentists|Interstellar travel|Science fiction, American","Fiction|Science fiction","Prostho plus"
"pst.000068149192",9814025,5420531,"PS3507.E2344L4 1979","sf_loc","De Camp, L. Sprague (Lyon Sprague),","1907-2000.","New York|Ballantine Books|1979,1974.",1974,1974,"nyu",,"Science fiction","Science fiction|Fiction","Lest darkness fall"
"mdp.39015011249755",1464032,972848,"PZ1.A815BePS648.S3","sf_loc","Asimov, Isaac,","1920-1992.","Garden City, N.Y.|Doubleday|1974.",1974,1938,"nyu",,"Science fiction, American","Fiction","Before the Golden Age; | a science fiction anthology of the 1930s."
"mdp.39015012212620",14980,934734,"PZ4.N734MoPS3564.I9","sf_oclc","Niven, Larry.",,"New York|Simon and Schuster|1974",1974,1974,"nyu",,,"Fiction","The mote in God's eye, | $c: by Larry Niven and Jerry Pournelle."
"pst.000063446623",7057839,959911,"PZ1.E49CoPS648.S3","sf_loc","Elwood, Roger,",,"New York|Putnam|1974-",0,1974,"xxu","v.2","Science fiction, American","NotFiction","Continuum."
"mdp.39015022220357",1187793,923296,"PZ3.W1426CasPS3573.A4218","sf_oclc","Sturgeon, Theodore.",,"Garden City, N.Y.|Doubleday|c1974.",1974,1974,"nyu",,"Fantasy fiction","Fiction","Case and the dreamer"
"mdp.49015000498858",4431941,1094813,"PZ1.O343AmPS648.S3","sf_loc","Olander, Joseph D.,",,"Chicago|Rand McNally College Pub. Co.|1974",1974,1971,"ilu",,"Political fiction, American|Science fiction, American","Fiction|Bibliographies","American government through science fiction"
"uc1.b3861627",5826858,23608060,,"sf_loc","Brackett, Leigh.",,"New York|Ballantine Books|1974, c1955",1974,1974,"nyu",,"Science fiction, American","UnknownGenre","The long tomorrow"
"pst.000019717371",7057839,959911,"PZ1.E49CoPS648.S3","sf_loc","Elwood, Roger,",,"New York|Putnam|1974-",0,1974,"xxu","v.1","Science fiction, American","NotFiction","Continuum."
"mdp.39015020735745",657280,730688,"PZ10.3A197Wat4","fantasy_oclc","Adams, Richard,","1920-","New York|Macmillan|1974,c1972",1974,1974,"nyu",,,"Fiction","Watership Down | $c: [by] Richard Adams."
"pst.000053742254",7039854,1291534,,"fantasy_loc",,,"Glenview, Ill.|Scott, Foresman|1974].",1974,1974,"xx ",,"Fantasy fiction","NotFiction","Fantasy : | shapes of things unknown"
"pst.000007408625",12268544,668577,"PZ5.K4Fan","fantasy_loc","Kelley, Leo P.,",,"New York|McGraw-Hill|c1974.",1974,1974,"xx ",,"Fantasy fiction","NotFiction","Fantasy : | the literature of the marvelous"
"uc1.b4381878",9511883,1981768,,"sf_loc","Gunn, James E.,","1923-","New York|Scribner|1975",1975,1975,"nyu",,"Science fiction, American","Fiction","The end of the dreams : | three short novels about space, happiness, and immortality"
"mdp.49015002601962",4543506,1174683,"PZ4.T569FadPR6070.I38","sf_oclc","Tilley, Patrick.",,"New York|Morrow|1975.",1975,1975,"nyu",,,"Fiction|Science fiction","Fade-out"
"mdp.39015066688105",28967,1273343,"PZ3.C639Af8PS3505.O144","sf_oclc","Coblentz, Stanton Arthur,","1896-1982.","New York|Garland Pub.|1975, c1950.",1975,1975,"nyu",,,"Fiction","After 12,000 years"
"mdp.39015066688246",36222,1727250,"PZ3.W67764Dar6PS3545.I557","sf_oclc","Williamson, Jack,","1908-2006.","New York|Garland Pub.|1975, c1948.",1975,1975,"nyu",,,"Fiction","Darker than you think"
"uc1.b3160554",10034816,,,"sf_oclc|fantasy_oclc","Moorcock, Michael,","1939-","London|W. H. Allen|1975",0,1912,"enk",,,"UnknownGenre","Before Armageddon; an anthology of Victorian and Edwardian imaginative fiction published before 1914, vol. 1"
"mdp.39015003842419",1440798,1055437,"PZ1.M4779AnPS648.S3","sf_loc","Menville, Douglas Alver.",,"New York|Arno Press|1975.",1975,1918,"nyu",,"Science fiction, English|Science fiction, American","Fiction","Ancestral voices : | an anthology of early science fiction"
"inu.39000003578593",7588193,1431785,"PZ4.R6447Ch3PR6068.O15","sf_oclc","Roberts, Keith,","1935-","New York|Putnam|1975, c1973.",1975,1975,"nyu",,,"Fiction","The chalk giants"
"mdp.39015003345728",389433,1054171,"PZ3.F2813Har20PR6011.A83","sf_oclc","Fawcett, Edward Douglas,","1866-","New York|Arno Press|1975.",1975,1975,"nyu",,,"Fiction","Hartmann, the anarchist; | or, The doom of the great city."
"mdp.39015053238286",123734,2003526,,"sf_oclc|fantasy_loc",,,"New York|Pyramid Books|1975-",0,1975,"nyu","v.1","Fantasy fiction","Fiction","Weird heroes"
"mdp.39015019934069",20400,1218340,"PZ3.W67764Le6PS3545.I557","sf_oclc","Williamson, Jack,","1908-2006.","New York|Garland Pub.|1975, c1947.",1975,1975,"nyu",,,"Fiction","The legion of space"
"mdp.39015008439567",125601,2889800,,"sf_oclc","Le Guin, Ursula K.,","1929-","Toronto|New York|Bantam Books|1975, c1968.",1975,1975,"onc",,,"Fiction","A wizard of earthsea"
"inu.39000003644007",7593805,1694679,"PZ4.M1195To3PS3563.A255","sf_oclc","McCaffrey, Anne.",,"London|Dent|1974 [i.e. 1975",1975,1975,"enk",,,"Fiction","To ride Pegasus"
"uc1.32106010493283",7108007,1803174,,"fantasy_loc","Le Guin, Ursula K.,","1929-","New York|Bantam Books|1975, c1968.",1975,1975,"nyu",,"Fantasy|Fiction|Magic","Fiction","A wizard of Earthsea"
"mdp.39015073820543",6082870,1940187,"PZ1.N2PS648.F3","fantasy_loc",,,"Sauk City, Wis.|Arkham House|1975.",1975,1975,"wiu",,"Horror tales, American|Fantasy fiction, English|Horror tales, English|Fantasy fiction, American","Short stories","Nameless places"
"mdp.39015003449231",729065,2894297,,"sf_loc","Bradbury, Ray,","1920-2012.","St. Albans, Herts.|Panther|1976.",1976,1976,"enk",,"Science fiction, American","Fiction","The small assassin."
"mdp.39015002662453",45169,1529187,"PZ4.W678WhPS3573.I434","sf_loc|sf_oclc","Wilhelm, Kate.",,"New York|Harper & Row|c1976.",1976,1976,"nyu",,,"Fiction","Where late the sweet birds sang"
"uc1.b4432430",9517071,2331470,,"sf_loc","Biggle, Lloyd,","1923-2002","Garden City, N.Y.|Doubleday|1976.",1976,1976,"nyu",,"Science fiction, American","Fiction","A galaxy of strangers"
"mdp.39015046878727",3992616,2188915,"PZ4.B98674PatPS3552.U827","sf_oclc","Butler, Octavia E.",,"Garden City, N.Y.|Doubleday|c1976.",1976,1976,"nyu",,,"Fiction|Science fiction","Patternmaster"
"mdp.39015007043337",253750,3074622,,"sf_oclc","Dick, Philip K.",,"St. Albans, Herts|Panther|1976, c1974.",1976,1976,"enk",,,"Fiction","Flow my tears, the policeman said"
"mdp.39015012296821",203089,9869368,,"fantasy_oclc","Bradbury, Ray,","1920-2012.","Toronto|New York|Bantam Books|1976.",1976,1976,"onc",,,"Fiction","The machineries of joy : | short stories"
"mdp.39076001176655",9921616,7969251,,"fantasy_loc|juv","L'Engle, Madeleine.",,"New York|Dell|1976, c1973.",1976,1976,"nyu",,"Juvenile fiction|Fantasy","NotFiction","A wind in the door"
"mdp.39015010296195",205614,2644519,"PZ4.W85615DePS3573.O52","fantasy_oclc","Wolfe, Gene.",,"New York|Ace Books|1977, c1976.",1976,1976,"ilu",,,"Fiction","The Devil in a forest"
"mdp.39015049862876",86007,2573670,"PZ4.K2936FalPR9199.3.K416","fantasy_oclc","Kellum, David F.",,"Edmonton|Tree Frog Press|1976.",1976,1976,"abc",,,"Fiction","The falling world of Tristram Pocket"
"pst.000043755776",8385100,2948728,"PZ8.G216Dr","fantasy_oclc","Gardner, John,","1933-1982","New York|Bantam|1976.",1976,1976,"xxu",,"Fairy tales","NotFiction","Dragon, dragon, and other tales"
"pst.000023842687",7497184,2899642,"PZ7.P6335Wg3x","fantasy_loc","Pinkwater, Daniel Manus,","1941-","New York|Dell|1976], c1975.",1976,1976,"xxu","P585wing 1976","Fantasy|Schools|New York (State)|New York|Fiction|Chinese","NotFiction","Wingman"
"mdp.39015061861616",4952973,2331090,"PZ1.A5712PN6071.F25","fantasy_loc",,,"New York|Arno Press|1976.",1976,1976,"nyu",,"Horror tales|Fantasy fiction","Short stories","Ancient hauntings"
"pst.000010058275",9809546,2978631,"PZ3.D3555Tr 1977PS3507.E2344","sf_oclc","De Camp, L. Sprague (Lyon Sprague),","1907-2000","Philadelphia|Owlswick Press|1977.",1977,1977,"xxu",,,"NotFiction","The Tritonian ring"
"pst.000050047673",12269067,5377651,"PZ1.R5PS648.S3","sf_loc",,,"New York|New American Library|c1977-",0,1975,"xxu","no.3","Science fiction, English|Science fiction, American","NotFiction","The Road to science fiction"
"mdp.39015014622016",643653,7583353,,"sf_oclc","Moorcock, Michael,","1939-","St. Albans, Hertford|Mayflower Books|1977, c1968.",1977,1977,"enk",,,"Fiction","The sword of the dawn"
"mdp.39015011684399",2479157,3162552,,"fantasy_oclc|fantasy_oclc","Carrington, Leonora,","1917-2011.","London|Routledge & Kegan Paul|1977.",1977,1977,"enk",,,"Fiction","The hearing trumpet"
"pst.000007408892",7039895,5362746,,"fantasy_loc",,,"New York|Jove Publications|1979, c1977.",1977,1977,"xx ",,"Horror tales, American|Fantasy fiction, English|Horror tales, English|Fantasy fiction, American","NotFiction","Whispers"
"pst.000018854497",12260654,4929987,,"fantasy_loc","McKillip, Patricia A.",,"New York|Ballantine Books|1978, c1977.",1977,1977,"xx ",1978,"Fantasy","NotFiction","Heir of sea and fire"
"mdp.39015035341463",204683,2910978,"PZ4.F234Dar3PS3556.A72","fantasy_oclc","Farmer, Philip Jos̩.",,"New York|Berkley Pub. Corp. ; distributed by Putnam|c1977.",1977,1977,"nyu",,,"Fiction","The dark design"
"mdp.39015033871693",92191,3627857,"PZ4.A549HrPS3551.N378","sf_loc","Anderson, Poul,","1926-2001.","Boston|Gregg Press|1978.",1978,1978,"mau",,"Science fiction, American","Fiction","The horn of time"
"mdp.39076002620370",9929698,7264428,,"sf_loc",,,"New York|Avon|1980, c1978.",1978,1970,"nyu",,"Science fiction, American|Science fiction, English","Fiction","100 great science fiction short short stories"
"mdp.39015020724129",261088,9814606,,"fantasy_oclc","McCaffrey, Anne.",,"New York|Ballantine Books|1978, c1971.",1978,1978,"nyu",,,"NotFiction","Dragonquest"
"mdp.39015008821251",123655,7915396,,"fantasy_loc","Donaldson, Stephen R.",,"New York|Ballantine Books|1978, c1977.",1978,1978,"nyu",,"Fantasy fiction","Fiction","The illearth war"
"mdp.39015020723915",179606,4114345,"PZ4.M1195Dr 1978PS3563.A255","fantasy_oclc","McCaffrey, Anne.",,"New York|Ballantine Books|c1978.",1978,1978,"nyu",,,"Fiction","Dragonflight"
"mdp.39015011886184",204379,6525597,,"sf_oclc","Van Vogt, A. E. (Alfred Elton),","1912-2000.","New York|Pocket Books|1979, c1953",1979,1979,"nyu",,,"Fiction","The universe maker"
"pst.000044896492",7067082,36724957,"PS3573.I2M59 1979","sf_oclc","Wibberley, Leonard,","1915-1983","Mattituck, N.Y.|Amereon House|1979, c1955.",1979,1979,"nyu",,"Fiction|International relations","Fiction|Science fiction","The mouse that roared"
"pst.000013871406",7057033,5817175,,"sf_oclc","Wagner, Karl Edward.",,"Toronto|New York|Bantam Books|1979.",1979,1979,"xx ",,,"NotFiction","The road of kings"
"mdp.39015054075612",259542,4606759,"PZ3.C551205Fo 1979PR6005.L36","sf_oclc","Clarke, Arthur C. (Arthur Charles),","1917-2008","New York|Harcourt Brace Jovanovich|c1979.",1979,1979,"nyu",,,"Fiction","The fountains of Paradise"
"mdp.39015011586479",255463,4491813,"PZ4.Z456Br 1979PS3576.E43","sf_oclc","Zelazny, Roger.",,"Boston|Gregg Press|1979, c1976.",1979,1979,"mau",,,"Fiction","Bridge of ashes"
"mdp.39015003969873",18280,5354434,"PZ1.T3445PS648.S3;","sf_loc",,,"Garden City, N.Y.|Doubleday|1979.",1979,1979,"nyu",,"Science fiction, American|Detective and mystery stories, American","Fiction","The 13 crimes of science fiction"
"pst.000007889585",12268396,7040015,,"fantasy_loc",,,"New York|Kensington|c1979.",1979,1979,"xx ",,"Fantasy fiction","Science fiction|NotFiction","Other worlds, 1"
"mdp.39015056894150",3855452,16538243,,"fantasy_oclc","Preiss, Byron.",,"Toronto|New York|Bantam|1979.",1979,1979,"enk",,,"Fiction","Dragonworld"
"uc1.b4585229",9493753,6378508,,"fantasy_loc",,,"Portmarnock [Ire.|Wolfhound Press|c1979.",1979,1894,"ie ",,"Irish authors|English fiction|Fantasy fiction, English","Fiction","Irish masters of fantasy : | an anthology with introduction and biographical essays"
"mdp.39015005165686",270170,4591605,"PZ3.C551205Is 1979PR6005.L36","fantasy_oclc","Clarke, Arthur C. (Arthur Charles),","1917-2008","Boston|Gregg Press|1979, c1952.",1979,1979,"mau",,,"Fiction","Islands in the sky"
"uc1.32106020040769",8325760,7053060,,"fantasy_loc","Lynn, Elizabeth A",,"New York|Berkley Books|1980, c1979",1979,1979,"nyu",,"Fantasy fiction","Fiction","The Dancers of Arun"
"mdp.39015010919192",255741,4493391,,"fantasy_oclc","Zelazny, Roger.",,"Boston|Gregg Press|1979, c1970.",1979,1979,"mau",,,"Fiction","Nine princes in Amber"
"pst.000016174740",7056873,6807713,,"fantasy_oclc","Cook, Glen.",,"New York|Berkley Books|1979.",1979,1979,"xx ",,,"NotFiction","A shadow of all night falling"
