"docid","recordid","oclc","locnum","author","authordate","imprint","inferreddate","firstpub","place","enumcron","subjects","genres","title","tags"
"mdp.39015051324310",873331,17794821,,"Barrett, Lynne.",,"Pittsburgh|Carnegie Mellon University Press|1988.",1988,1988,"pau",,,"Fiction","The Land of Go : | stories / | $c: by Lynne Barrett.","random"
"wu.89014733737",10686871,17585627,"DP302.A467S48 1988","Seymour-Davies, Hugh.",,"London|Constable|1988.",1988,1988,"enk",,"Social life and customs|Rural regions|Andalusia|Spain|Social life|Rural conditions","NotFiction","The bottlebrush tree : | a village in Andalusia / | $c: Hugh Seymour-Davies.","random"
"mdp.39015013104594",919168,17841786,"PR6068.A9N4x 1988","Raven, Simon,","1927-","London|F. Muller|1988.",1988,1988,"enk",,,"Fiction","New seed for old : | a novel / | $c: by Simon Raven.","random"
"mdp.39015038145077",3103566,19687317,"PG3476.N34N43 1988","Nagibin, I͡Uriĭ,","1920-1994.","Moscow|Raduga Publishers|c1988.",1988,1988,"ru ",,,"Fiction","An unwritten story by Somerset Maugham : | novellas / | $c: Yu. Nagibin.","random"
"uc1.b4975715",2064489,19777836,,"Martinac, Paula,","1954-","Seattle, Wash.|Seal Press|1989.",1989,1989,"wau",,"Women authors|Fiction|Short stories, American|Lesbians' writings, American|Lesbians","Fiction","Lesbian short fiction / | $c: Paula Martinac, Carla Tomaso.","random"
"mdp.39015015340154",1824763,20087874,,"Barstow, Stan,","1928-","London|Michael Joseph|c1989.",1989,1989,"enk",,,"Fiction","Give us this day / | $c: Stan Barstow.","random"
"mdp.39015018625015",1545273,19740279,"PS3551.D324A69 1989","Adams, Alice,","1926-1999.","New York|Knopf|1989.",1989,1989,"nyu",,,"Fiction","After you've gone : | stories / | $c: by Alice Adams.","random"
"uc1.b4382436",6230170,19723193,"PS3503.O4315A6 1989","Bonham, Frank.",,"Athens|Swallow Press/Ohio University Press|c1989.",1989,1989,"ohu",,"Western stories","Fiction|Bibliographies","The best Western stories of Frank Bonham / | $c: edited by Bill Pronzini and Martin H. Greenberg.","random"
"inu.39000000158191",6061566,21011194,"PR9619.3.C48H6 1989","Clanchy, John.",,"St. Lucia, Qld.|University of Queensland Press|1989.",1989,1989,"at ",,,"Fiction","Homecoming : | three novellas / | $c: John Clanchy.","random"
"uc1.32106009009769",7107067,18014559,,"Hrabal, Bohumil,","1914-1997","San Diego|New York|Harcourt Brace Jovanovich|1989.",1989,1989,"cau",,"History | Fiction","Fiction","I served the King of England / | $c: Bohumil Hrabal ; translated from the Czech by Paul Wilson.","random"
"pst.000022188977",2183062,20566732,,"Haldeman, Joe W.",,"New York|Avon Books|c1990.",1990,1990,"xx ",,"Fiction|Authors, American|20th century|1899-1961|Hemingway, Ernest","Biographical fiction|NotFiction","Hemingway hoax / | $c: Joe Haldeman.","random"
"mdp.39015018912827",2220682,22362570,,,,"London|Lawrence & Wishart|1990.",1990,1990,"enk",,"African literature (English)|American literature|20th century|Literary collections|English literature","NotFiction","Colours of a new day : | writing for South Africa / | $c: edited by Sarah Lefanu and Stephen Hayward.","random"
"inu.30000022286425",6934464,22625074,,"Williamson, Duncan,","1928-","Edinburgh|Canongate|1990.",1990,1990,"stk",,"Tales|Scotland|Folklore|Short stories in English, 1945- - Texts","Fiction","Don't look back Jack : | Scottish traveller tales / | $c: Duncan Williamson.","random"
"uc1.32106009131548",7108453,21229596,,"Hansen, Brooks,","1965-","New York|Summit Books|c1990.",1990,1990,"nyu",,,"Fiction","Boone : | a novel / | $c: Brooks Hansen & Nick Davis.","random"
"mdp.39015019831984",2453225,21653243,,"Dickens, Monica,","1915-1992.","London|New York|Viking|1990.",1990,1990,"enk",,,"Fiction","Closed at dusk / | $c: Monica Dickens.","random"
"mdp.39015019841876",2455447,23686076,,"Kang, Sin-jae,","1924-","Seoul, Korea|Dong-suh-Munhak-sa, Inc.|1990.",1990,1990,"ko ",,,"Fiction","The dandelion on the Imjin River : | a novel / | $c: by Kang Shin-jae chak ; translated by Sol Soon-bong.","random"
"mdp.39015018986839",2227955,20295795,"PS3563.O418V3 1990","Molloy, Tom.",,"Sag Harbor, N.Y.|Permanent Press|1990.",1990,1990,"nyu",,,"Fiction","The vandal / | $c: by Tom Molloy.","random"
"mdp.39015019443640",2448903,23686281,,"Kim, Sŏng-dong.",,"Seoul, Korea|Dong-suh-Munhak-sa|c1990.",1990,1990,"ko ",,,"UnknownGenre","Mandala : | a novel / | $c: by Kim Song-Dong.","random"
"uc1.b3884556",2617949,26403805,"PR9499.3.S5278R45 1991","(Jagdish Prasad), Singh, J. P.","1934-","Calcutta, India|Writers Workshop|1991.",1991,1991,"ii ",,,"Fiction","Release : | a novel / | $c: J.P. Singh.","random"
"mdp.39015046435007",2448060,21763260,"PQ8098.1.L54C8413 1991","Allende, Isabel.",,"New York|Atheneum|1991.",1991,1991,"nyu",,"Translations, English|Allende, Isabel","Fiction","The stories of Eva Luna / | $c: Isabel Allende ; translated from the Spanish by Margaret Sayers Peden.","random"
"uc1.32106009522654",2481838,29358127,,"Humphreys, Emyr.",,"London|Macdonald|1991.",1991,1991,"enk",,"Women|Death|Widows|Fiction|Older women|Wales|Fathers|Mothers and sons|Parry, Amy (Fictitious character)","Fiction","Bonds of attachment / | $c: Emyr Humphreys.","random"
"mdp.39015028435223",2582782,25410760,"PS509.W6C37 1992",,,"New York, N.Y.|Peguin|1992.",1992,1992,"nyu",,"Women authors|Catholic authors|20th century|American literature|Catholic women|United States|Catholics|Literary collections|Girls","NotFiction","Catholic girls / | $c: edited by Amber Coverdale Sumrall and Patrice Vecchione.","random"
"uc1.32106010530761",7110032,24694747,,"Grimes, Martha.",,"New York|Knopf|Distributed by Random House|1992.",1992,1992,"nyu",,"Fiction|Mothers and sons","Fiction","The end of the pier / | $c: Martha Grimes.","random"
"mdp.39015025390629",2573709,24871662,"PG7165.I44P613 1992","Fink, Ida.",,"New York|Farrar Straus Giroux|1992.",1992,1992,"nyu",,"Holocaust, Jewish (1939-1945)|Fiction","Fiction|Historical fiction","The journey / | $c: by Ida Fink ; translated by Joanna Weschler and Francine Prose.","random"
"mdp.39015032947726",2857807,26807437,"PR9199.3.W4175L54 1992","Wesseler, Marlis,","1952-","Regina|Coteau Books|c1992.",1992,1992,"snc",,,"Fiction","Life skills / | $c: Marlis Wesseler.","random"
"mdp.39015028904327",2727927,26399637,"PS3563.I421444F67 1993","Miller, Sue,","1943-","New York|HarperCollins|c1993.",1993,1993,"nyu",,,"Fiction|Domestic fiction","For love / | $c: Sue Miller.","random"
"mdp.39015053044742",3567464,28336075,"PR9199.3.J597M6 1993","Johnston, Basil.",,"Lincoln|University of Nebraska Press|1993",1993,1993,"nbu",,"Ojibwa Indians|Indians of North America|Fiction|Canada","Fiction","Ojibway tales / | $c: Basil Johnston.","random"
"mdp.39015033966311",2969565,29668419,"PS3566.A686A79 1994","Parker, Robert B.,","1932-2010.","New York, N.Y.|Delacorte Press|1994.",1994,1994,"nyu",,"Fiction|Fathers and sons","Fiction|Epic literature","All our yesterdays / | $c: Robert B. Parker.","random"
"mdp.39015032696349",2906186,33664396,,"Lim, Paulino Jr.",,"Quezon City|New Day Publishers|1994.",1994,1994,"ph ",,,"Fiction","Sparrows don't sing in the Philippines / | $c: Paulino Lim, Jr.","random"
"inu.30000044714826",7587539,31375575,,"Dye, Alison.",,"London|Minerva|1994.",1994,1994,"enk",,,"Fiction","The sense of things / | $c: Alison Dye.","random"
"mdp.39015032104922",2898613,29911849,,"Johnston, Wayne.",,"Toronto|McClelland & Stewart|c1994.",1994,1994,"onc",,,"Fiction","Human amusements : | a novel / | $c: by Wayne Johnston.","random"
"mdp.39015032957436",2886491,29259283,"PS3552.I473C66 1994","Bills, Greg,","1965-","New York|Simon & Schuster|c1994.",1994,1994,"nyu",,"Mothers and sons|Fiction|Young women|Gay fathers|United States","Fiction","Consider this home : | a novel / | $c: Greg Bills.","random"
"mdp.39015031802534",2889404,28927997,"PS3552.R4894S57 1994","Briscoe, Connie.",,"New York|HarperCollins|c1994.",1994,1994,"nyu",,"Fiction|Man-woman relationships|African American women|Sisters","Fiction|Domestic fiction","Sisters & lovers / | $c: Connie Briscoe.","random"
"mdp.39015032505649",2893864,30355987,"PS3573.I45655I5 1994","Willis, Meredith Sue.",,"San Francisco|Mercury House|c1994.",1994,1994,"cau",,,"Fiction","In the mountains of America / | $c: Meredith Sue Willis.","random"
"mdp.39015032453212",2861973,28966550,"PS3558.A724C66 1994","Haslam, Gerald W.",,"Reno|University of Nevada Press|c1994.",1994,1994,"nvu",,"Men|Fiction|Working class|Central Valley (Valley)|California","Fiction","Condor dreams & other fictions / | $c: Gerald W. Haslam ; afterword by Gary Soto.","random"
"mdp.39015037649988",3092010,35836084,,"Tan, Susie L.",,"Manila|De La Salle University Press|1995.",1995,1995,"ph ","v.1","Philippines|Tales|Folklore","Bibliographies|NotFiction","Tales for big children : | Chinese and Filipino folk stories / | $c: Susie L. Tan; introd. by Alejandro R. Roces.","random"
"uc1.32106011607782",3010267,31867424,"PL2658.E8S39 1995",,,"Honolulu|University of Hawaiʻi Press|c1995",1995,1995,"hiu",,"Chinese fiction|Translations into English|Qing dynasty, 1644-1912","Bibliographies|Fiction","The sea of regret : | two turn-of-the-century Chinese romantic novels / | $c: translated by Patrick Hanan","random"
"mdp.39015035020901",3019949,33475964,,"Grooms, Anthony.",,"Palo Alto, CA|La Questa Press|c1995.",1995,1995,"cau",,"Fiction|African American authors|American fiction|African Americans","Fiction","Trouble no more : | stories / | $c: by Anthony Grooms.","random"
"mdp.39015034937709",3016554,32273921,"PS3552.E517A45 1995","Bell, Madison Smartt.",,"New York|Pantheon Books|c1995.",1995,1995,"nyu",,"Revolution, 1791-1804|History | Fiction|Toussaint Louverture|Fiction|Slave insurrections|1743-1803|Haiti","Fiction|Historical fiction","All souls' rising / | $c: Madison Smartt Bell.","random"
"mdp.39015038160860",3105775,32474881,,"Amerika, Mark.",,"Boulder, Colo.|Fiction Collective Two|1995.",1995,1995,"cou",,,"Fiction","Sexual blood : | a novel / | $c: by Mark Amerika.","random"
"mdp.49015002559657",4543045,32312846,"PS3557.A64V47 1995","Garber, Joseph R.",,"New York|Bantam Books|1995.",1995,1995,"nyu",,,"Fiction|Detective and mystery stories","Vertical run / | $c: Joseph R. Garber.","random"
"mdp.39015041614374",3252538,32347066,"PL992.62.K9T6313 1996","Pak, Kyŏng-ni,","1926-2008","London|New York|Kegan Paul International|Paris|UNESCO Publishing|New York, NY|Distributed by Columbia University Press|1996",1996,1996,"enk",,"Fiction|20th century|History","Fiction","Land : | a novel / | $c: Park Kyong-ni ; translated from the Korean by Agnita Tennant","random"
"mdp.39015037420422",3058982,33008954,"PS3572.I386F57 1996","Villatoro, Marcos McPeek.",,"Houston, Tex.|Arte Publico Press|1996.",1996,1996,"txu",,"Women|Fiction|El Salvador","Fiction|Historical fiction","A fire in the earth / | $c: Marcos McPeek Villatoro.","random"
"mdp.39015037782789",3080965,33440215,"PS3560.A8B57 1996","Jauss, David.",,"Amherst|University of Massachusetts Press|c1996.",1996,1996,"mau",,"Fiction|Manners and customs","Fiction","Black maps / | $c: David Jauss.","random"
"mdp.39015031840468",3044919,31605677,"PS3565.A8W53 1996","Oates, Joyce Carol,","1938-","New York|Dutton|1996.",1996,1996,"nyu",,"Fiction|20th century|Social life and customs","Fiction","Will you always love me? : | and other stories / | $c: Joyce Carol Oates.","random"
"inu.30000057609731",3301350,36974557,,"(Glenn Jennings), Twist, Glenn J.","1917-1995.","Greenfield Center, N.Y.|Greenfield Review Press|N.Y. [New York], N.Y.|Distributed by The Talman Co.|c1997.",1997,1997,"nyu",,"Arkansas|Folklore|Indians of North America|Tales|Cherokee Indians|Oklahoma","Fiction","Boston mountain tales : | stories from a Cherokee family / | $c: Glenn J. Twist.","random"
"mdp.39015041007728",3159146,35774363,"PS3553.O5545C47 1997","Cook, Robin,","1940-","New York|G.P. Putnam's Sons|c1997.",1997,1997,"nyu",,"Fiction|Forensic pathologists","Fiction|Medical novels|Detective and mystery novels","Chromosome 6 / | $c: Robin Cook.","random"
"mdp.39015041102412",3169058,37113915,,"Carragher, Michael,","1953-","Belfast, Northern Ireland|Blackstaff Press|1997.",1997,1997,"nik",,,"Fiction","A world full of places : | and other stories / | $c: Michael Carragher.","random"
"inu.30000056343027",7589305,40559926,"PR9369.3.B36E96 1998","Barris, Ken.",,"Halfway House|Zebra Press|Johannesburg|Thorold's Africana Books [distributor|1998.",1998,1998,"sa ",,,"Fiction","Evolution : | a novel / | $c: Ken Barris.","random"
"mdp.39015045694943",3999265,38411472,"PS3551.D3758C47 1998","Adams, Laura,","1960-","Tallahassee, Fla.|Naiad Press|1998.",1998,1998,"flu",,"Fiction|Lesbians","Fiction","Christabel : | a novel / | $c: by Laura Adams.","random"
"mdp.39015061607324",3894918,52040463,,"Pema Lhamo.",,"Thimphu|Pe Khang Enterprises|1998.",1998,1998,"bt ",,,"Fiction","Son of Shingkhar & illustrations / | $c: by Pema Lhamo.","random"
"mdp.39015045656983",3992045,38573029,"PS3552.R794W37 1998","Bruchac, Joseph,","1942-","Hanover, NH|University Press of New England|c1998.",1998,1998,"nhu",,"Green Mountains Region|Indians of North America|Fiction|Vermont|New York (State)|Adirondack Mountains Region|Abenaki Indians|History","Fiction|Historical fiction","The waters between : | a novel of the dawn land / | $c: Joseph Bruchac.","random"
"mdp.39015022892197",4051611,43398956,,,,"Wellington [N.Z.|Victoria University Press|1999.",1999,1999,"nz ",,"New Zealand fiction|20th century|Short stories, New Zealand","Fiction","The Picnic virgin : | new writers / | $c: chosen by Emily Perkins.","random"
"mdp.39015043829079",4022595,39756396,"PS3555.N424F67 1999","Englander, Nathan.",,"New York|A.A. Knopf|1999.",1999,1999,"nyu",,"Social life and customs|Fiction|Orthodox Judaism|Jews|Persecutions","Fiction","For the relief of unbearable urges / | $c: Nathan Englander.","random"
"mdp.39015043788309",4030917,40119744,"PS3560.O3834H37 1999","Johnson, R. M. (Rodney Marcus)",,"New York|Simon & Schuster|c1999.",1999,1999,"nyu",,"Fiction|African Americans|Fathers and sons|African American men|Psychology|African American families|United States","Fiction|Domestic fiction|Psychological fiction","The Harris men / | $c: R.M. Johnson.","random"
"mdp.39015048756525",4051047,41096218,"PS3554.E1755D48 1999","Deaver, Jeffery.",,"New York, NY|Simon & Schuster|c1999.",1999,1999,"nyu",,"Federal Bureau of Investigation|Fiction|Assassins|Washington (D.C.)|Police|Mass murder|United States|Forensic sciences","Fiction|Suspense fiction","The devil's teardrop : | a novel of the last night of the century / | $c: Jeffery Deaver.","random"
"mdp.39015048753712",4037805,40453150,"PS3552.O284C58 1999","Bocock, Maclin,","1920-","Cambridge, Mass.|Zoland Books|1999.",1999,1999,"mau",,"Fiction|Women|Foreign countries|Social life and customs | Fiction|Southern States","Fiction","A citizen of the world : | short fiction / | $c: Maclin Bocock.","random"
"uc1.32106014218637",4026774,39313587,"PJ5054.Y42M3713 1999","Yehoshua, Abraham B",,"New York|Doubleday|1999",1999,1999,"nyu",,"Fiction|Conduct of life|Middle Ages|Jewish merchants","Fiction|Historical fiction","A journey to the end of the millennium / | $c: A.B. Yehoshua ; translated from the Hebrew by Nicholas De Lange","random"
"mdp.39015058017735",3451505,43734777,,"Grisham, John.",,"New York|Doubleday|c2000.",2000,2000,"nyu",,"Fiction|Prisoners|Judges|Swindlers and swindling","Fiction|Legal stories","The brethren / | $c: John Grisham.","random"
"mdp.39015047866184",4090782,42397838,"PS3561.A3619T78 2000","Kafka, Kimberly.",,"New York|Dutton|2000.",2000,2000,"nyu",,"Alaska|Fiction|Young women","Fiction|Adventure stories","True north / | $c: Kimberly Kafka.","random"
"mdp.39015049549697",4128142,44059573,,"Livesey, Margot.",,"London|Secker & Warburg|2000.",2000,2000,"enk",,"Amnesia|Fiction|Patients","Fiction","The missing world / | $c: Margot Livesey.","random"
"mdp.39015052006742",3546503,44728253,"PR9499.3.V53S66 2000","Visvanathan, Susan.",,"New Delhi|IndiaInk|2000.",2000,2000,"ii ",,,"Fiction","Something barely remembered / | $c: Susan Visvanathan.","random"
"mdp.39015050307191",4117622,43287796,"PS3573.E8148D495 2000","Wesley, Valerie Wilson.",,"New York|Putnam|c2000.",2000,2000,"nyu",,"Fiction|African American women|Newark|Women private investigators|New Jersey|Hayle, Tamara (Fictitious character)","Fiction","The devil riding / | $c: Valerie Wilson Wesley.","random"
"mdp.39015049572210",4128516,45463616,,"Gamalinda, Eric,","1956-","Quezon City|Philippine Centennial Commission|University of the Philippines Press|c2000.",2000,2000,"ph ",,,"NotFiction","My sad republic / | $c: Eric Gamalinda.","random"
"mdp.39015053541549",4213351,48072930,,"Brown, Rita Mae.",,"New York|Ballantine Books|c2001.",2001,2001,"nyu",,"Fiction|Lesbians|Coming out (Sexual orientation)","Fiction","Alma mater / | $c: Rita Mae Brown.","random"
"mdp.39015053478874",4206486,47216634,"PS648.S78S66 2001",,,"Chicago|Chicago Review Press|c2001.",2001,2001,"ilu",,"Sports stories, English|Sports stories, American","Fiction|Bibliographies","Sports best short stories / | $c: edited by Paul D. Staudohar.","random"
"mdp.39015053104215",4203029,45888756,"PS3607.O43C37 2001","Gold, Glen David,","1964-","New York|Hyperion|c2001.",2001,2001,"nyu",,"Fiction|Harding, Warren G|Magicians|Carter, Charles J|(Warren Gamaliel)|Presidents|1865-1923","Fiction","Carter beats the Devil : | a novel / | $c: Glen David Gold.","random"
"mdp.39015051625658",3897194,52109321,,"Viswanatha Sastri, Rachakonda,","1922-","New Delhi|Sahitya Akademi|2001.",2001,2001,"ii ",,,"Fiction","Beware, the cows are coming! = | Govulostunnayi jagratta / | $c: by Rachakonda Viswanatha Sastry; translated from Telugu by Alladi Uma, M. Sridhar.","random"
"mdp.39015053381003",4197783,46671137,"PS3560.E48M66 2001","Jenkins, Dan.",,"New York|Doubleday|c2001.",2001,2001,"nyu",,,"Fiction","The money-whipped steer-job three-jack give-up artist : | a novel / | $c: Dan Jenkins.","random"
"mdp.39015054155109",4219838,45951664,"PQ2663.O575C6613 2001","Constant, Paule.",,"Lincoln, Neb.|University of Nebraska Press|c2001.",2001,2001,"nbu",,,"Fiction","Trading secrets / | $c: by Paule Constant ; translated by Betsy Wing ; with an introduction by Margot Miller.","random"
"inu.30000078270091",7589767,54115860,,"Okobah, Chinye.",,"Ughelli|New Era Publications|c2001.",2001,2001,"nr ",,,"Fiction","Brook amiable / | $c: Chinye Okobah.","random"
"mdp.39015053381961",4201185,46538473,"PS3553.U75V3 2001","Cussler, Clive.",,"New York|G. P. Putnam's|c2001.",2001,2001,"nyu",,"Fiction|Pitt, Dirk (Fictitious character)","Fiction","Valhalla rising / | $c: Clive Cussler.","random"
"mdp.39015055799590",4258725,49640728,"PR6057.R237U53 2002","Graham, Laurie,","1947-","London|Fourth Estate|2002.",2002,2002,"enk",,"Fiction|Young women","Fiction","The unfortunates / | $c: Laurie Graham.","random"
"mdp.39015054119956",4234495,47803527,"PS3616.A86V5 2002","Passaro, Vince.",,"New York|Simon & Schuster|c2002.",2002,2002,"nyu",,,"Fiction","Violence, nudity, adult content : | a novel / | $c: Vince Passaro.","random"
"mdp.39015055894771",4284065,50006594,"PS3563.A396C67 2002","Makuck, Peter,","1940-","Columbia|University of Missouri Press|c2002.",2002,2002,"mou",,"Social life and customs|Fiction|20th century","Fiction","Costly habits : | stories / | $c: by Peter Makuck.","random"
"uc1.32106017248482",8223258,54885818,,,,"Great Britain|Further a Field|2003",2003,2003,"enk",,"Social problems in art|England|Liverpool|High-rise apartment buildings","NotFiction","Further up in the air / | $c: Will Self ... [et al.]","random"
"mdp.39015058224133",4350502,56471071,,"Tielu, Apelu.",,"Canberra, Australia|Pandanus Books, Research School of Pacific and Asian Studies, The Australian National University|Sydney|Distributed by UNIREPS, University of New South Wales|c2003.",2003,2003,"at ",,,"Novel","Forever in paradise / | $c: Apelu Tielu.","random"
"mdp.39015056477634",4310770,50279968,"PS3625.A677E4 2003","Yañez, Richard,","1967-","Reno|University of Nevada Press|c2003.",2003,2003,"nvu",,"Fiction|Mexican Americans","Fiction","El Paso del Norte : | stories on the border / | $c: Richard Yañez.","random"
"inu.30000116089248",7590828,84664814,,"Begho, Philip.",,"Lagos|Monarch Books|2004.",2004,2004,"nr ",,,"Fiction","Jelly baby / | $c: Philip Begho.","random"
"mdp.39015059553407",4926530,52575458,"PS3566.E691225S94 2003","Perdue, Tito.",,"Fort Worth, Tex.|Baskerville Publishers|c2004.",2004,2004,"txu",,"Fiction|College students","NotFiction|Bildungsromans|Historical fiction|Love stories|College stories","The sweet-scented manuscript / | $c: by Tito Perdue.","random"
"inu.30000111163899",7589686,65289672,,"Ogbaa, Michael Kalu.",,"Nigeria|s.n.|c2004|([Nigeria|Thompson Commercial Printers)",2004,2004,"nr ",,,"Fiction","Tall dreams / | $c: by Kalu Michael Ogbaa.","random"
"mdp.39015074066054",5038447,57352812,"PS3563.C337N6 2005","McCarthy, Cormac,","1933-","New York|Alfred A. Knopf|2005.",2005,2005,"nyu",,"Fiction|Drug traffic|Treasure troves|Sheriffs","Novel|Suspense fiction|Psychological fiction","No country for old men / | $c: Cormac McCarthy.","random"
"mdp.39015062895654",5111184,64587234,"PR9550.9.P26S59 2005","Pantoja-Hidalgo, Cristina,","1944-","Diliman, Quezon City|University of the Philippines Press|c2005.",2005,2005,"ph ",,"Short stories, Philippine (English)","Short stories","Sky blue after the rain : | selected stories and tales / | $c: Cristina Pantoja Hidalgo.","random"
"mdp.39015062848091",5059845,62572130,,"Bell, Diane,","1943-","North Melbourne|Spinifex Press|2005.",2005,2005,"at ",,"Fiction|College teachers","Novel","Evil : | a novel / | $c: Diane Bell.","random"
"uc1.b5177491",5929381,183393836,,"Ilham, Abu,","1968-","Calicut|Other Books|2006.",2006,2006,"ii ",,"Poetry|Spiritual life|Indic poetry (English)","Poetry","Mystic mist : | defining the purpose of life, the submission / | $c: Abu Ilham ; with a foreword by Guru Nitya Chaitanya Yati.","random"
"mdp.39015066896872",5397561,69022319,,"Rankin, Ian.",,"London|Orion|2006.",2006,2006,"enk",,"Rebus, Inspector (Fictitious character)|Fiction|Scotland|Group of Eight (Organization)|Police|Edinburgh","Fiction|Detective and mystery stories","The naming of the dead / | $c: Ian Rankin.","random"
"mdp.39015066895882",5408783,70672818,"PS559.M53M53 2006",,,"New York|Akashic Books|2006",2006,2006,"nyu",,"Noir fiction, American|Fiction","Short stories","Miami noir / | $c: edited by Les Standiford.","random"
"mdp.39015066821045",5548976,70129419,"PR9499.3.N229","Nagarkar, Kiran.",,"New Delhi|New York, NY|HarperCollins Publishers India, a joint venture with The India Today Group|2006.",2006,2006,"ii ",,,"Fiction","God's little soldier / | $c: Kiran Nagarkar.","random"
"mdp.39076002947526",9929525,71813684,"PS3605.R33A74","Eramian, Joy.",,"Cyprus?|J. Eramian|c2006|(Cyprus|Imprinta Ltd.)",2006,2006,"cy ",,"Turkey|Armenians|History|Cyprus|Eramian, Joy|Fiction|Crimes against|Eramian, Boghos-Berg|Armenia|Genocide|Family|b. mid-18th cent","Fiction","The Agha's children : | a Cypriot Armenian dynasty / | $c: Joy Eramian.","random"
"mdp.39015063246667",5139125,60516606,"PS3569.T6795M55 2006","Straight, Susan.",,"New York|Pantheon Books|c2006.",2006,2006,"nyu",,"Teenage girls|Fiction|Plantation life|Racially mixed people|Women slaves","Novel|Historical fiction","A million nightingales / | $c: Susan Straight.","random"
"uc1.32106018814712",7147439,71365588,"PR9390.9.D36B66 2006","Dangarembga, Tsitsi",,"Banbury, Oxfordshire, U.K.|Ayebia Clarke Pub.|2006",2006,2006,"enk",,"Identity (Psychology)|Fiction|Women|Zimbabwe","Fiction","The book of not : | a novel / | $c: Tsitsi Dangarembga","random"
"uc1.32106018449071",5235310,62282541,"PS3569.H3383L58 2006","Shapiro, Anna",,"New York|Soho Press|c2006",2006,2006,"nyu",,"Teenage girls|Fiction|Identity (psychology)","Fiction","Living on air : | a novel / | $c: Anna Shapiro","random"
"pst.000061168381",7057808,154710967,,"Phillips, Carly.",,"Don Mills, Ont.|HQN|c2007.",2007,2007,"onc",,"Women lawyers|Fiction|Murder|Fathers and daughters","Fiction|Love stories","Sealed with a kiss / | $c: Carly Phillips.","random"
"mdp.39015074282966",5621069,153578626,"PR9369.3.G6B44 2007","Gordimer, Nadine.",,"New York|Farrar, Straus and Giroux|2007.",2007,2007,"nyu",,,"Fiction","Beethoven was one-sixteenth black : | and other stories / | $c: Nadine Gordimer.","random"
"uc1.32106018936093",5567464,81861840,"PL856.U673A6613 2007","Murakami, Haruki,","1949-","New York|Alfred A. Knopf|2007",2007,2007,"nyu",,"Fiction|Students|Models (Persons)|Sisters","Fiction","After dark / | $c: Haruki Murakami ; translated from the Japanese by Jay Rubin","random"
"wu.89094347390",5753513,154320096,,"Crews, James Henry,","1980-",2007,2007,2007,"xx ",,"Dissertations, Academic|Creative Writing","NotFiction","Touch and go / | $c: by James Crews.","random"
"mdp.39015070756823",5616270,76064669,"PS3615.C59D36 2007","O'Connor, Jane",,"New York|Avon|c2007",2007,2007,"nyu",,"Fiction|New York|New York (State)|Private universities and colleges","Fiction|Mystery fiction","Dangerous admissions : | secrets of a closet sleuth / | $c: Jane O'Connor","random"
"mdp.39015076109266",5607953,154667939,"PR9619.3.M3267F43 2007","McMaster, Rhyll,","1947-","Blackheath, NSW|Brandl & Schlesinger|2007.",2007,2007,"xna",,,"Fiction","Feather man / | $c: Rhyll McMaster.","random"
"mdp.39015074299283",5627800,138342321,"PS3566.A686N69 2007b","Parker, Robert B.,","1932-2010.","New York|G.P. Putnam's Sons|c2007.",2007,2007,"nyu",,"Spenser (Fictitious character)|Fiction|Private investigators|Massachusetts|Boston","Fiction|Mystery fiction","Now and then / | $c: Robert B. Parker.","random"
"mdp.39015077099714",5848734,213224607,,"Garrido, Wilfredo.",,"Quezon City|Giraffe Books|2008.",2008,2008,"ph ",,,"Fiction","The trail of the chop-chop lady of Makati : | a novel / | $c: by Wilfredo Garrido.","random"
"mdp.39015082695043",5843999,227276067,,"Shaffer, Mary Ann.",,"London|Bloomsbury|2008.",2008,2008,"enk",,"Women authors|Fiction|German occupation, 1940-1945|History|Book clubs (Discussion groups)","Fiction","The Guernsey Literary and Potato Peel Pie Society / | $c: Mary Ann Shaffer.","random"
"mdp.39015084104259",6877083,317674209,"PR6105.V345W66 2009","Evans, Diana,","1971-","London|Chatto & Windus|2009.",2009,2009,"enk",,"Fiction|Family secrets|Dancers","Fiction","The wonder / | $c: Diana Evans.","random"
"mdp.39015078802892",6780083,260209085,"PR6123.E35M23 2009","Weingard, Jeremy.",,"Sawtry [England|Dedalus|Gardena, CA|Distributed in the USA by SCB Distributors|2009.",2009,2009,"enk",,"Pickled foods|Fiction|1945-1991|Soviet Union|Social conditions|Swindlers and swindling","Novel","Made in Yaroslavl / | $c: Jeremy Weingard.","random"
"mdp.39015080862637",6836993,260208966,"PR9619.4.C655W35 2009","Cole-Adams, Kate.",,"London|Quercus|2009.",2009,2009,"enk",,"Fiction|Psychic trauma|Patients|Coma","Novel|Psychological fiction","Walking to the moon / | $c: Kate Cole-Adams.","random"
"inu.30000110613803",9400380,276647479,"PT5882.32.L84R48 2009","Vlugt, Simone van der,","1966-","London|HarperPress|2009.",2009,2009,"enk",,"Neurasthenia|Missing persons|Class reunions|Fiction|Patients","Novel|Suspense fiction","The reunion / | $c: Simone van der Vlugt ; translated from the Dutch by Michele Hutchison.","random"
